temiz_metin,konu_1_skor,konu_2_skor,dominant_konu,dominant_konu_skor
"Türkiye Cumhuriyeti, Aziz Şehitlerimizin ve gazilerimizin büyük fedakarlıkları, devletimizin kararlı mücadelesiyle 40 yıldır ayağına bağ olan terör belasını geride bırakarak yeni bir döneme yelken açıyor.

Cumhuriyetimizin ikinci yüzyılında ""Terörsüz Türkiye"" hedefi ülkemiz ve",0.84204805,0.1579519,1,0.84204805
"Bakanımızın dikkatine getirdiğiniz için teşekkürler.

Vatandaşlarımızın bizleri düşündüğünü belli etmesi mutluluk verici...",0.29853192,0.7014681,2,0.7014681
"RT @gundem7x24: Emine Erdoğan, Mattia Ahmet Minguzzi’nin annesi Yasemin Minguzzi ile Anneler Günü etkinliğinde bir araya geldi. https://t.c…",0.9398515,0.06014846,1,0.9398515
"RT @YucelArzen: ZALİME BOYUN EĞMEYEN
ASLA KÖLE OLMAYACAK

Hür Nesiller Yetiştiren Hür Annelerin 
Anneler Günü Kutlu Olsun
❤️🌸 https://t.co/…",0.64230996,0.35768998,1,0.64230996
"RT @ahmetcinpendik: Mattia Ahmet Minguzzi evladımızın adını verdiğimiz spor kompleksimizin açılışını hep birlikte gerçekleştirdik.

Ahmet y…",0.8778271,0.12217286,1,0.8778271
"RT @gundem7x24: AK Parti Kadın Kolları’nın düzenlediği Anne ile Güçlü Aile, Aileyle Güçlü Türkiye programında konuşan Cumhurbaşkanı Erdoğan…",0.9170128,0.08298715,1,0.9170128
"RT @eafyoncu: Fatih Sultan Mehmed’e aslı astarı olmayan gömlekler giydirilir. En son seküler dendi. Bunlar tarihi gerçeklerle örtüşmeyen, u…",0.50799984,0.49200022,1,0.50799984
RT @gundem7x24: Ali Mahir Başarır’ın CHP’nin Beyazıt Mitingi’nde elektriklerin bilerek kesildiği iddiası bölgedeki elektrik dağıtım şirketi…,0.8041013,0.19589876,1,0.8041013
RT @gundemedairhs: Adana'da yaklaşık 2 hafta önce yağan yağmurda göle dönen alt geçidin suyu Adana Büyükşehir Belediyesi tarafından çekilme…,0.114551306,0.8854487,2,0.8854487
RT @gundemedairhs: İzmir'de Konak Belediyesi işçilerinin greve gitmesiyle cadde ve sokaklarda çöp yığınları oluştu. https://t.co/fCOe9oymzr,0.20464854,0.7953515,2,0.7953515
CHP ve avanelerinin istikrarlı şekilde yapabildikleri tek bir şey var: yalan söylemek.,0.3822683,0.6177317,2,0.6177317
"Özgür Özel bu sefer, metrekareye 37 değil 26 kişi sığdırdığını iddia etmiş. 

Yavaş yavaş gerçek sayıya ulaşacaksın, ha gayret! @eczozgurozel https://t.co/yJ8kPhYpim",0.17583826,0.8241617,2,0.8241617
"RT @nonregemesse: In AD 988, six thousand Rus warriors entered the service of the Roman Empire and formed one of the most legendary elite u…",0.50799984,0.49200022,1,0.50799984
RT @birddetectiveTR: Bugün Milleyha Kuş Cenneti ve kumsalının mutlak koruma ve sit alanı haline getirilmesi için Hataylı ve Ankaralı millet…,0.29852834,0.7014717,2,0.7014717
"RT @gundem7x24: 'İmamoğlu tutuksuz yargılansın' bildirisine imza attığı iddia edilen dört eski TBMM Başkanı'ndan Cahit 
Karakaş'ın eşi Sibe…",0.8012404,0.19875968,1,0.8012404
CHP'nin yaptığı sözümona ön seçimler ve imza kampanyalarında işler nasıl yürüyor buradan pay biçebilirsiniz...,0.69918627,0.30081373,1,0.69918627
📍 #TEKNOFEST KKTC https://t.co/jbOLd2FIrp,0.50799984,0.49200022,1,0.50799984
"Turuncu 🏀 oldukça tanıdık geldi.
Sanırım üzerinde bir imza var... 😎",0.8385139,0.1614861,1,0.8385139
"2024 yılında evini depreme karşı dayanıklı hale getirmek isteyen 100 bin vatandaşımızın, Çevre ve Şehircilik Bakanlığı kentsel dönüşüm kira desteğinden faydalandığını biliyor muydunuz?",0.50799984,0.49200022,1,0.50799984
"RT @gdhteknofest: ♥️ Onlar hayallerine dokunup gözlerini geleceğe diktiler.

Kıbrıslı çocuklar, gençler…

⭐️ “Keşke hiç bitmese” dediğiniz…",0.50799984,0.49200022,1,0.50799984
"Ne zaman siyasette menfur bir darp veya şiddet olayı yaşansa, aklıma Başbakan Yardımcımız Bekir Bozdağ'a CHP Genel Başkanı önünde Hacıbektaş'ta yapılan yumruklu saldırı gelir.

CHP Genel Başkanı, olaydan sonra kürsüye çıkmasına rağmen bir kınama yapmamış, hatta geçmiş olsun bile",0.08168189,0.9183181,2,0.9183181
"RT @anadoluajansi: Cumhurbaşkanı Erdoğan, İstanbul'da saldırıya uğrayan CHP Genel Başkanı Özgür Özel'i arayarak geçmiş olsun dileklerini il…",0.0997207,0.9002793,2,0.9002793
"RT @omerrcelik: CHP Genel Başkanı Özgür Özel’e yapılan saldırıyı lanetliyoruz. 

Sn Özel’e geçmiş olsun dileklerimizi iletiyoruz. 

Siyaset…",0.08116615,0.91883385,2,0.91883385
"RT @Akparti: Cumhurbaşkanımız @RTErdogan: Adlarımız farklı olsa da söz konusu Kıbrıs davası olunca, soyadımız Kuzey Kıbrıs Türk Cumhuriyeti…",0.2916765,0.70832354,2,0.70832354
"Yaklaşık 4 ay önce mecliste oturmuştuk.

Nur yüzlü annesinden, mezarını hazırlatmaya başladığından, mezar taşına yazdıracağı şiirden bahsettik.

Renkli kişiliği, beyefendi bir mizacı vardı.

Ben, mü'min ve muvahhit olduğuna şahidim.

Rabbim, Sırrı Süreyya Önder'e rahmet eylesin.",0.25530857,0.74469143,2,0.74469143
"Pardon, biraz önce yanlışlıkla Ak Parti mitingini paylaşmışım. 

Şimdi de bugünkü CHP mitingini paylaşalım da milletimiz farkı görsün.

@eczozgurozel sen kendini kandırmaya devam edebilirsin... https://t.co/nxq6GesumA",0.117612675,0.8823873,2,0.8823873
"Bu miting gerçekten çok kalabalıkmış ya, acaba kaç kişi var ? 😟 https://t.co/rS2qsD7KBS",0.7776863,0.22231375,1,0.7776863
"RT @u_ibrahim_altay: Özgür Bey “kurusıkı” atıyor!

“Manisa’da su Konya’dan ucuz” dediniz, YALAN!

Konya’da 15 metreküp kullanan bir aile 52…",0.40406805,0.59593195,2,0.59593195
😎,0.50799984,0.49200022,1,0.50799984
RT @gundem7x24: CHP’nin Konya mitingi katılımcılarına nereden geldikleri soruldu. https://t.co/kGhmGFyea3,0.80410135,0.19589864,1,0.80410135
