temiz_metin,konu_1_skor,konu_2_skor,konu_3_skor,dominant_konu,dominant_konu_skor
"Cumhurbaşkanımız Sayın @RTErdogan :

“Şimdi de bir yandan gençleri sokağa çağırıyor, kışkırtıyor, küfrettiriyor, polise saldırtıyorsunuz. Sonra utanmadan timsah gözyaşları döküyorsunuz.

Kusura bakmayın ama bu ülkenin gençlerini size yedirtmeyeceğiz, kullandırtmayacağız!""",0.0,0.0,0.9954290986061096,3,0.9954291
"Ramazan Bayramı tatilinin 7. günü (Cuma) 580 trafik kazası meydana geldi. Maalesef 
 5 vatandaşımız hayatını kaybetti, 
 855 vatandaşımız ise yaralandı. 

Bayram tatilinin ilk 7 gününde (Cumartesi, Pazar, Pazartesi, Salı, Çarşamba, Perşembe ve Cuma) maalesef 
 62",0.9962158203125,0.0,0.0,1,0.9962158
"2024 Yılında yakalama kararı olan ve aranan 197.940 şüpheli bizden kaçamadı 2024 yılı içerisinde (1 Ocak-31 Aralık 2024) ""Mahkemelerimizce Yakalama Kararı Verilen ve Aranan Şahıslara” yönelik düzenlenen operasyonlarda; 0-5 yıldır aranmakta olan 195.790 şahıs, 5-10",0.0,0.9959891438484192,0.0,2,0.99598914
"17 ilde DEAŞ Terör Örgütüne yönelik son 1 hafta içinde Jandarma tarafından düzenlenen “GÜRZ-35"" operasyonlarında; 42 şüpheli terör örgütü mensubu yakalandı

Terörü ülkemizden topyekün bir mücadeleyle söküp atmaya kararlıyız. Teröre karşı birlik, beraberlik, kardeşlik  ve",0.0,0.9958610534667969,0.0,2,0.99586105
"Hangi ülkeye kaçarlarsa kaçsınlar, bizden kaçamayacaklar. Bir bir geri getireceğiz

 Kırmızı Bültenle Uluslararası Seviyede aranan Ş.Ç. Almanya'da ve Ö.A. Kosova'da, Ulusal seviyede aranan M.G. ve S.E.Ö. isimli şahıslar Gürcistan’da yakalanıp ülkemize iade edildi.

Emniyet",0.9964503049850464,0.0,0.0,1,0.9964503
Ali Yerlikaya Ali Yerlikaya @AliYerlikaya · 7 7 7 74 74 74 272 272 272 36 B 36 B 36 B,0.9860416054725647,0.0,0.0,1,0.9860416
"10 Nisan Polis Haftası’nda Emniyet mensuplarımız ile bir aradayız.
Ankara #CanlıYayın",0.0,0.0,0.9882555603981018,3,0.98825556
"24 ilde DEAŞ Terör Örgütüne yönelik Emniyetimiz ve Jandarmamız tarafından son 1 haftadır devam eden “GÜRZ-41"" ve “GÜRZ-42” operasyonlarımızda; 100 şüpheli Terör Örgütü mensubu yakalandı. 

Tüm Terör odaklarına karşı “Terörü kaynağında yok etme” stratejimizle; Emniyetimiz,",0.0,0.9958611130714417,0.0,2,0.9958611
Ali Yerlikaya Ali Yerlikaya @AliYerlikaya · 5 5 5 34 34 34 227 227 227 36 B 36 B 36 B,0.9779613018035889,0.010105136781930923,0.011933563277125359,1,0.9779613
"Emniyet Genel Müdürlüğü 2025 Yılı Genel Atama programındayız.
Ankara #CanlıYayın",0.44648411870002747,0.2029447853565216,0.35057106614112854,1,0.44648412
"Sevgili Kaymakamım…
Hem çocukken hem de kaymakam olduktan sonra ettiğin dua bu soğuk kış gününde içimizi ısıttı.

Evet, yol uzar, insan yol almaya devam eder…

Bu yolda ilerlemeye devam",0.9913315773010254,0.0,0.0,1,0.9913316
"Cumhurbaşkanımız Sayın 
@RTErdogan
 

“Bir yandan ülkemiz sathında huzur ve asayişi sağlarken, diğer yandan da suçun ve suçlunun her türlüsü ile cansiperane mücadele ediyorsunuz. 

Milletimizin huzur içinde yaşaması için gece gündüz fedakârca gayret sarf ediyorsunuz.",0.0,0.0,0.9961636066436768,3,0.9961636
"Ülke genelinde göçmen kaçakçılığı organizatörleri ve düzensiz göçe yönelik dün (21 Mayıs) düzenlediğimiz denetim ve operasyonlarda;
432 bin 630 kişinin kimlik kontrolü yapıldı.
 27’si yabancı uyruklu olmak üzere toplam 49 göçmen kaçakçılığı organizatörü ve
509 düzensiz",0.8623209595680237,0.13575738668441772,0.0,1,0.86232096
"Cumhurbaşkanımız Sayın 
@RtErdogan
'ın tensipleriyle;

Milli Güvenlik Kurulu Genel Sekreterliğine atanan AFAD Başkanı Sayın Okay Memiş'e, 

AFAD Başkanlığına atanan Mersin Valisi Sayın Ali Hamza Pehlivan'a, 

Mersin Valiliğine atanan Göç İdaresi Başkanı Sayın Atilla Toros’a ve",0.8216015100479126,0.0,0.17686599493026733,1,0.8216015
"Şırnak Valiliğim döneminde şehit ailelerimiz için bir binayı tahsis etmiştik. Binada 11 şehit ailemiz kalıyor. Şırnak ziyaretimiz sırasında şehit ailelerimizle buluştuk; eski günleri yad ettik. 

7 çocuk annesi şehit eşi Güli Güngör ile eski fotoğraflara bakıp, o günleri",0.0,0.04018910229206085,0.9563060998916626,3,0.9563061
Şırnak Seslice Üs Bölgesindeyiz. Şırnak #CanlıYayın,0.012974323704838753,0.010109486058354378,0.9769162535667419,3,0.97691625
"Bursa merkezli 4 ilde İmal ettikleri sahte alkolü ""Yüzey Temizleyici"" etiketiyle kamufle ederek, ülkemiz genelinde satışını yapan şahıslara yönelik düzenlenen “ÇENGEL-17” operasyonumuzda; 98 Bin 600 Litre Etil Alkol ele geçirildi. Operasyonlarda; Sahte/Kaçak Alkol",0.0,0.9958595633506775,0.0,2,0.99585956
"Kırmızı Bültenle aranan organize suç örgütü elebaşı Ercan Yılmaz ve 
Kırmızı Bültenle aranan örgüt üyesi İbrahim Kaymak Ermenistan ile başlatılan görüşmeler sonucu Kahraman Türk Polisimiz tarafından Türkiye’ye getirildi.

Ercan Yılmaz:
15 yıldır, 43 yakalama emri ile ulusal",0.7391664981842041,0.2590235769748688,0.0,1,0.7391665
"Milletimizin evi Cumhurbaşkanlığı Külliyesi’nde düzenlenen 'Valiler Buluşması'nda 81 ilimizin valileri ile bir araya geldik.

Demokratik hukuk devletinin tahkimi, temel hak ve özgürlüklerin korunarak güçlendirilmesi, adalet hizmetlerimizin vatandaşlarımıza daha etkin ve kaliteli",0.15672829747200012,0.0,0.8403908610343933,3,0.84039086
"CHP Genel Başkanı Sayın Özgür Özel’e yönelik gerçekleştirilen fiziki saldırıyı şiddetle kınıyor, kendisine geçmiş olsun dileklerimi sunuyorum.

Sayın Özel’e saldıranın S.T. adlı şahıs olduğu tespit edilmiş ve şahıs yakalanarak gözaltına alınmıştır.

Toplumuzun huzurunu bozmaya",0.9954633116722107,0.0,0.0,1,0.9954633
"“Operasyonumuzun adı: ORKİNOS-BULUT”
Bugün sabah saatlerinde, ulusal ve uluslararası boyutta uyuşturucu madde ticareti yapan ve bu suçtan elde ettikleri gelirleri aklamaya çalışan organize suç örgütlerinin üst düzey üyelerine yönelik çok büyük bir operasyon gerçekleştirdik.",0.12558771669864655,0.666936457157135,0.20747582614421844,2,0.66693646
"“DEAŞ Terör Örgütü Mensubu 298 Şüpheliyi Yakaladık.”

47 ilde DEAŞ Terör Örgütüne yönelik Emniyetimiz ve Jandarmamız tarafından 2 haftadır düzenlediğimiz operasyonlarda; 298 şüpheli Terör Örgütü mensubu yakalandı

EMNİYET:
Cumhuriyet Başsavcılıkları ile MİT Başkanlığı,",0.0,0.9957244396209717,0.0,2,0.99572444
"“NARKOKAPAN-MERSİN operasyonumuzda 112 torbacı gözaltına alındı.

Salı günü sabah 05.00’da başlayan ve dün tamamlanan uyuşturucu operasyonunumuzu Mersin’de gerçekleştirdik: Operasyondaki hedefimiz özellikle gençlerimize musallat olan mahalle ve sokak aralarında uyuşturucu",0.0,0.9952512979507446,0.0,2,0.9952513
"“Filistinli mülteci anahtarlarını sakladıkları evlerine dönmeyi beklerken yeni göçlere yeni tehcirlere asla tahammülümüz olamaz.”

Cumhurbaşkanımız Sayın @RTErdogan : ""Gazze, Gazzelilerindir. Filistin, Filistin halkınındır, Filistin Filistinlilerindir. 

Milyonlarca Filistinli",0.9956371188163757,0.0,0.0,1,0.9956371
"Cumhurbaşkanımız Sayın @RTErdogan ’ın teşrifleriyle Asrın Felaketi’nin 2. yıl dönümünde Adıyaman’da gerçekleşen Anma Programı’ndaydık.

11 ilimizi ve 14 milyon insanımızı doğrudan etkileyen 6 Şubat depremlerinde, yıkılan sadece binalarımız değildi. Bu felakette nice canlarımızı da",0.0,0.0,0.9956008195877075,3,0.9956008
"CHP Genel Başkanı Sayın Özgür Özel’e yapılan menfur saldırı sonrası sosyal medyada provokatif paylaşım yapanlar, sanal devriyelerimiz tarafından titizlikle takip ediliyor.

Milletimizin huzurunu ve birliğini hedef alan her girişimde olduğu gibi, bu olayla ilgili de suç teşkil",0.8242497444152832,0.17308205366134644,0.0,1,0.82424974
Kimi takip etmeli,0.4921302795410156,0.02400912530720234,0.4838606119155884,1,0.49213028
"""Kocaeli Darıca’da kayalıklardan düşen vatandaşımız Sahil Güvenlik Komutanlığımızca kurtarıldı.""

Perşembe günü saat 20.09’da, 112 Acil Çağrı Merkezimize ulaşan ihbarla; Kocaeli’nin Darıca ilçesi, Bayramoğlu mevkiinde bir vatandaşımızın yaklaşık 20 metre yükseklikten kayalıklara",0.9924752116203308,0.0,0.0,1,0.9924752
"TEKNOFEST ile yeni bir çağ başlıyor... 

A new age is beginning with TEKNOFEST... 

#TEKNOFEST KKTC | TRNC

 İzlemek için | Watch here: http://mth.tc/TFKKTCacilis",0.0,0.0,0.9934210181236267,3,0.993421
"Cumhurbaşkanımız Sayın @RTErdogan “Bir yandan ülkemiz sathında huzur ve asayişi sağlarken, diğer yandan da suçun ve suçlunun her türlüsü ile cansiperane mücadele ediyorsunuz. 

Milletimizin huzur içinde yaşaması için gece gündüz fedakârca gayret sarf ediyorsunuz.",0.0,0.0,0.9961636066436768,3,0.9961636
"Sinop merkezli 3 ilde elebaşılığını M.C.Ö’nün (Cezaevinde) yaptığı Uyuşturucu İmal ve Ticareti yapan Organize Suç Örgütüne yönelik düzenlenen “HÜCRE-14” operasyonlarında; 11 şüpheli yakalandı.

 Operasyonlar sonucu; organize suç örgütü üyesi 11 şüphelinin tamamı TUTUKLANDI.",0.0,0.9955779314041138,0.0,2,0.99557793
"Hakkari Yüksekova ilçemiz İpek Yolu üzerindeki boş arazide sahipsiz köpeklerin saldırısına uğrayan ve tüm müdahalelere rağmen kurtarılamayan 12 yaşındaki kızımız Eslem Teker’in tarifsiz acısını yaşıyoruz. 

Olayla ilgili Bakanlığımız tarafından derhal Mülkiye Başmüfettişi",0.4555383324623108,0.5415399074554443,0.0,2,0.5415399
"Ülkemize uzun yıllar Dışişleri Bakanı olarak hizmet eden, Antalya Milletvekilimiz Sayın Mevlüt Çavuşoğlu’nun kıymetli babası Osman Çavuşoğlu’nun vefatını derin bir üzüntüyle öğrendim.

Osman amcamıza Allah’tan rahmet; Sayın Bakanımıza, ailesine ve yakınlarına başsağlığı ve sabır",0.9952757358551025,0.0,0.0,1,0.99527574
"Ramazan Bayramı tatili süresince polis ve jandarma trafik ekiplerimiz, gündüz 1.271; gece ise 601 ‘’radarla hız denetimlerini’’ sürdürüyor.

Unutmayalım: Ortalama hızdaki yalnızca %1’lik artış, ölümlü kaza riskini %4 oranında artırmaktadır.

Trafik kazalarına yol açan nedenlerin",0.5472185015678406,0.4495554566383362,0.0,1,0.5472185
"İzmir’de B.A.’nın, Tekirdağ’da N.K.’nin, Malatya’da S.A.‘nın(yurt dışı firar), Bursa’da B.B.’nin (yurt dışında tutuklu) ve A.A.’nın (yurt dışı firar) (2 ayrı örgüt) Aydın’da Z.A.Ö.’nün (yurt dışı firar), İstanbul’da G.Ç., İ.A. (yurt dışı firar) ve D.A.’nın (yurt",0.0,0.9959888458251953,0.0,2,0.99598885
İlimiz Safranbolu İlçesinde Dün Akşam Saatlerinde Bir Kuyumcuda Yaşanan Soygun Olayı İle İlgili Basın Açıklaması.,0.0,0.10674843192100525,0.8859291672706604,3,0.88592917
"Turkish Airlines #EuroLeague finalinde rakibi Monaco’yu mağlup ederek bir kez daha basketbolda Avrupa’nın en büyüğü olan Fenerbahçe Beko’yu yürekten tebrik ediyorum

Sarı lacivertli kulübümüzün yöneticilerini, sporcularını ve taraftarlarını kutluyorum .",0.995797336101532,0.0,0.0,1,0.99579734
"Emniyet Genel Müdürlüğü tarafından 78 İlde, Jandarma Genel Komutanlığı tarafından 24 ilde Uyuşturucu madde satıcılarına yönelik son 3 hafta içinde düzenlediğimiz operasyonlarda; 
 1 Ton 806 Kg Uyuşturucu Madde, 
 8 Milyon 437 Bin adet Uyuşturucu Hap ele geçirildi

 2 bin",0.0,0.9959898591041565,0.0,2,0.99598986
Endonezya Cumhurbaşkanı Prabowo Subianto ile Anlaşmaların İmza Töreni ve Ortak Basın Toplantısı,0.010874004103243351,0.0,0.9806531071662903,3,0.9806531
"54 İlde Tefecilere, Dolandırıcılara ve Mali Suç Örgütlerine yönelik geçen hafta düzenlenen “HÜCRE-15” operasyonlarımızda; 334 şüpheli yakalandı. Şüphelilerden; 123’ü TUTUKLANDI. 4’ü hakkında adli kontrol kararı verildi. Diğerlerinin işlemleri devam ediyor.

Hiçbir yasa",0.0,0.9957239031791687,0.0,2,0.9957239
"İçişleri Bakanlığı Nüfus ve Vatandaşlık İşleri Genel Müdürlüğümüzün verilerine göre, 2024’te 937 bin 369 bebek nüfus kütüklerine tescil edildi. 15 bin 65 ikiz, 290 üçüz ve 6 dördüz doğum gerçekleşti. En çok tercih edilen isimlere bakıldığında Kız",0.0,0.9958575963973999,0.0,2,0.9958576
Ali Yerlikaya Ali Yerlikaya @AliYerlikaya · 10 10 10 35 35 35 231 231 231 39 B 39 B 39 B,0.9860422611236572,0.0,0.0,1,0.98604226
"Türk Devletler Teşkilatı İçişleri Bakanları 2. Toplantısı için Bakü’deyiz.

Azerbaycan Cumhurbaşkanı Sayın İlham Aliyev toplantı öncesi İçişleri Bakanlarını kabul ettiler.

#TekMilletİkiDevlet


Bakü",0.0,0.5555108785629272,0.44131383299827576,2,0.5555109
"Cumhurbaşkanımız Sayın 
@RTErdogan
 ‘ın teşrifleriyle Türkiye Yüzyılı'nda Türkiye'nin Göç Yönetimi Modeli programındayız.
İstanbul #CanlıYayın",0.0,0.0,0.9915682673454285,3,0.99156827
"“Siber Suçlarla Mücadele Kapsamında 169 Şüpheli Yakalandı”

8 il merkezli “Yasa Dışı Bahis, Nitelikli Dolandırıcılık, Çevrimiçi Çocuk Müstehcenliği ve Tacizi, Bilişim Sistemlerine Girme” suçlarına yönelik düzenlediğimiz operasyonlarda; 169 şüpheli yakalandı. 
Şüphelilerden;",0.0,0.9954209327697754,0.0,2,0.99542093
"İstanbul'un Büyükçekmece, Arnavutköy ve Beylikdüzü ilçelerinde düzenlenen “NARKOKAPAN-12” operasyonunda; 
 49,5 Kg Sıvı Metamfetamin,
 2,5 Kg Kristal Metamfetamin, 
 27,5 Kg Skunk ve 
 141 Kg Kimyasal Katkı Maddesi ele geçirildi.

 Operasyonlarda; 2’si Yabancı",0.0,0.9948728084564209,0.0,2,0.9948728
Ali Yerlikaya Ali Yerlikaya @AliYerlikaya · 15 15 15 59 59 59 315 315 315 64 B 64 B 64 B,0.9779613018035889,0.010105136781930923,0.011933563277125359,1,0.9779613
"AK Parti İstanbul İl Başkanımız Sayın @abdullahozdemir ‘e hayırlı olsun ziyaretinde bulunduk.

İl Başkanlığımızda, Kadın Kolları ve Gençlik Kolları Başkanlarımız ve kıymetli dava arkadaşlarımızla da bir araya geldik.

Cumhurbaşkanımız Sayın @RTErdogan ’ın liderliğinde AK",0.0,0.0,0.9957566261291504,3,0.9957566
Ali Yerlikaya Ali Yerlikaya @AliYerlikaya · 9 9 9 53 53 53 324 324 324 19 19 19,0.9779613018035889,0.010105137713253498,0.011933564208447933,1,0.9779613
"“ 4 Haziran 2023’ten bu yana uluslararası, bölgesel, ulusal ve yerel düzeyde faaliyet gösteren 940 organize suç örgütünü çökerttik ve adalete teslim ettik.”

Adana / Yüreğir/ Kiremithane
#TürkiyeninHuzuru",0.08107022941112518,0.3748009502887726,0.5441287755966187,3,0.5441288
"İstanbul’da S.Y. ve B.A.’nın elebaşılığını yaptığı (2 ayrı örgüt),
Diyarbakır’da A.Y.’nin elebaşılığını yaptığı, 
Antalya’da S.Ö.’nün elebaşılığını yaptığı,
İzmir’de A.K.’nin elebaşılığını yaptığı, 
Balıkesir’de O.K.’nin elebaşılığını yaptığı,
Tekirdağ’da C.Ü.’nün",0.0,0.9948731660842896,0.0,2,0.99487317
"Kahraman Şehit Polis Memurumuz Atakan Arslan’ın emaneti Eylül Asel kızımızın Yunus Polislerimizi çok sevdiğini öğrendik

  Eğitim öğretim döneminin ikinci yarısının ilk gününde bizler de Samsun Emniyet Müdürlüğümüzde görevli Yunus ekiplerimizle kızımızı evinden alarak, kortej",0.23266786336898804,0.7654669284820557,0.0,2,0.7654669
"İstanbul’da S.Y. ve B.A.’nın elebaşılığını yaptığı (2 ayrı örgüt), Diyarbakır’da A.Y.’nin elebaşılığını yaptığı, Antalya’da S.Ö.’nün elebaşılığını yaptığı, İzmir’de A.K.’nin elebaşılığını yaptığı, Balıkesir’de O.K.’nin elebaşılığını yaptığı, Tekirdağ’da C.Ü.’nün",0.0,0.9948731660842896,0.0,2,0.99487317
"“İstanbul’da 15 Ton Bonzai üretilebilecek Ham Madde Ele Geçirdik”

Silivri, Bağcılar, Bahçelievler ve Başakşehir’de düzenlediğimiz operasyonlarda; 
 144 Kg Uyuşturucu Madde (yaklaşık 15 Ton Bonzai üretilebilecek),
8 Milyon 401 Bin adet Uyuşturucu Hap ele geçirildi.

 2’si",0.0,0.9957240223884583,0.0,2,0.995724
"Cumhurbaşkanımız Sayın @RTErdogan :

""Muhalefetin ekonomimize zarar verme girişimlerini boşa çıkardık.

Milletimiz sırf yolsuzluklarını gözlerden kaçırmak için ülkesine ve milletine kasteden kifayetsiz muhterislerin boykot çağrılarına prim vermedi.

Gezi olaylarında 'tüketmeyin,",0.0,0.824832022190094,0.17278096079826355,2,0.824832
"“7 Milyon 150 bin adet uyuşturucu hap, 
2 Ton 680 kg uyuşturucu hap yapımında kullanılan kimyasal madde ve 
10 kg (yaklaşık 1 ton bonzai yapılabilecek) ham madde ele geçirildi ”

İstanbul’da 2 ayrı Uyuşturucu İmalathanesine ve Diyarbakır’da elebaşılığını M.Z.U.’nun yaptığı",0.0,0.9957237839698792,0.0,2,0.9957238
Milletimizin başı sağ olsun İstanbul Bağcılar İlçe Emniyet Müdürlüğü kadrosunda görevli Çarşı ve Mahalle Bekçisi Uğur Gölçek; dün durdurulan şüpheli şahısların silahlı saldırısı sonucu yaralanmış kaldırıldığı hastanede yapılan tüm müdahalelere rağmen kurtarılamayarak bugün,0.9635105729103088,0.03456779941916466,0.0,1,0.9635106
"AK Partimizin Şanlıurfa 8. Olağan İl Kongresi'nde Cumhurbaşkanımız Sayın @RTErdogan :

""Terörle demokrasi yan yana olmaz, terörle siyaset aynı kapta bir arada bulunmaz.”",0.0,0.0,0.9940747618675232,3,0.99407476
#TEKNOFEST KKTC'deyiz.,0.056891441345214844,0.04432934522628784,0.8987791538238525,3,0.89877915
"""Mersin’de Özel harekat ve Drone destekli Siber operasyonunda 128'i TUTUKLAMA""

Mersin merkezli 20 ilde ""Yasa Dışı Bahis ve Nitelikli Dolandırıcılık"" suçlarına yönelik düzenlediğimiz operasyonlarda 182 şüpheli yakalandı. Şüphelilerden; 128'i TUTUKLANDI. 40'ı hakkında",0.0,0.9955774545669556,0.0,2,0.99557745
"İzmir'de Tefecilere ve dolandırıcılara yönelik Mali Suç Örgütlerine düzenlenen “HÜCRE-11” operasyonunda 23 şüpheli yakalandı. Aziz Milletimizin Bilmesini İsterim ki;
Organize suç örgütleri gibi tefecilere de göz açtırmayacağız. Ülkemizin dört bir yanında kararlılıkla",0.0,0.9955769181251526,0.0,2,0.9955769
"Kartalkaya’da vefat eden vatandaşlarımızın aziz hatıralarına saygısızlık eden yakınlarına çirkin ve ahlak dışı sözler sarfeden vicdansızlar yakalandı 

Kartalkaya’da meydana gelen yangın ve 78 vatandaşımızın hayatını kaybetmesi milletçe yüreğimiz yaktı.

Ancak bir sosyal medya",0.0,0.9957236647605896,0.0,2,0.99572366
"81 ilimizin kıymetli valileriyle bir araya geldik.

“Üreten Sağlık” vizyonumuza ilişkin çalışmalarımızı değerli valilerimizle paylaştım.

Sayın Cumhurbaşkanımızın şehirlerimizdeki temsilcileri olan valilerimizle gerçekleştirdiğimiz bu buluşmayı oldukça önemli buluyor, ev",0.0,0.0,0.9934230446815491,3,0.99342304
"Terör baronları adına milleti tehdit edenlere pabuç bırakmayız.

Kimi il ve ilçelerimizde açtıkları hendeklerle kantonculuk peşinde koşanları nasıl o çukurlara gömdüysek bugün de aynı niyeti taşıyanlar çıkarsa bunun bedelini onlara misliyle ödetiriz.",0.19608283042907715,0.0,0.7975145578384399,3,0.79751456
"“10 ilde 11 ayrı organize suç örgütüne yönelik yaptığımız operasyonlarda 86 TUTUKLAMA"" İstanbul’da T.B. (tutuklandı) ve S.G’nin (yurt dışı firar) (2 ayrı örgüt), Diyarbakır’da Ş.T.’nin (tutuklandı), Ankara’da R.A.’nın (tutuklandı), Gaziantep’te S.Y.’nin (tutuklandı),",0.0,0.9954188466072083,0.0,2,0.99541885
"Cumhurbaşkanımız Sayın @RTErdogan ’ın güçlü liderliğinde, MHP Genel Başkanı Sayın Devlet Bahçeli’nin kararlılığıyla tarihi bir kapı aralandı. Terör bitiyor. Bugün gelinen nokta, Türk’üyle Kürt’üyle 86 milyonun dirayeti ve millet iradesinin zaferidir.

Bu kardeşliğin, huzurun,",0.7819890975952148,0.0,0.2163306027650833,1,0.7819891
"Edirne'de son 1 hafta içinde Yasa Dışı yollarla yurt dışına kaçmaya çalışan; 14'ü FETÖ Terör Örgütü üyesi, 3'ü PKK/KCK Terör Örgütü üyesi ve 8'i Asayiş suçlarından (Kasten öldürme, hırsızlık ve uyuşturucu madde ticareti) aranan toplam: 25 şüpheli, SINIR BÖLGESİNDE",0.0,0.9963303804397583,0.0,2,0.9963304
"Şırnak’ta terör silindikçe yaylalar özgürleşiyor, turizm canlanıyor, Gabar’da yeni petrol kuyuları açılıyor. Terör bittikçe istihdam artıyor, bereket geliyor.

İşte bunu Cumhurbaşkanımız Sayın @RTErdogan ’ın güçlü vizyonu ve kahraman güvenlik güçlerimizin sarsılmaz iradesiyle",0.0,0.0,0.9961629509925842,3,0.99616295
"“NARKOKAPAN-ANKARA” operasyonumuzda 525 torbacı gözaltına alındı.

Bugün sabah 05.00’da başlayan Cumhuriyet tarihimizin en büyük uyuşturucu operasyonunu Başkentimiz Ankara’da gerçekleştirdik:

Bu operasyonumuzun adı “NARKOKAPAN-ANKARA” Operasyondaki hedefimiz özellikle",0.0,0.9946628212928772,0.0,2,0.9946628
"Cumhurbaşkanımız Sayın 
@RTErdogan
 

""Vandalların saldırılarında yaralanan polislerimizin, camı kırılan esnafımızın, zarar verilen kamu malının tek sorumlusu ana muhalefet lideri ve şürekasıdır""",0.9943404793739319,0.0,0.0,1,0.9943405
"Bereketli toprakların diyarı Adana’da ‘Türkiye’nin Huzuru Toplantımızı’ gerçekleştirdik.

Adana’nın, bereketin ve üretimin şehri olduğu kadar, huzurun ve güvenin de şehri olması için;

Terörle mücadelede, asayişin sağlanmasında, uyuşturucuyla savaşta, organize suç örgütlerine",0.0,0.27793213725090027,0.717638373374939,3,0.7176384
