temiz_metin,konu_1_skor,konu_2_skor,konu_3_skor,dominant_konu,dominant_konu_skor
Silivri Cezaevi'nde Cumhurbaşkanı adayımız Ekrem İmamoğlu'nu ziyaretimin ardından açıklama yapıyorum https:// YqxoowkYkBxv …,0.011442259885370731,0.0,0.9790799021720886,3,0.9790799
Adıyaman Bahçecik Mahallesi'nde Deprem Şehitliği'ni ziyaret ediyoruz https://x.com/i/broadcasts/1ynJOlEgobWxR…,0.017689412459731102,0.01465294323861599,0.9676576256752014,3,0.9676576
"Dün meydanların sesini duyuran muhalif televizyon kanallarına RTÜK muhtırası verdikleri yetmiyormuş gibi, bugün de BTK üzerinden X platformundaki yüzlerce hesaba erişim engeli talep edip sosyal medyayı bastırmaya çalışıyorlar.

Kabullen artık Tayyip Bey, milletin sesini",0.4144730269908905,0.0,0.5785183310508728,3,0.57851833
Erzincan'da yurttaşlarımızla buluşuyoruz https:// YqxooMqepjxv …,0.03000311739742756,0.024811843410134315,0.9451850056648254,3,0.945185
"Beykoz Belediye Başkanımız Alaattin Köseler’in dört gün gözaltında tutulduktan sonra siyasi bir kararla tutuklanması, iktidarın niyetinin adaleti katletmek olduğunu bir kez daha göstermiştir.

Beykoz’da her iki kişiden birinin oyuyla seçilen, adresi belli, 65 yaşındaki seçilmiş",0.6684491038322449,0.327311635017395,0.0,1,0.6684491
"Beşiktaş operasyonuyla milletin gündeminin üstünü kapatabileceğini sananlara inat, zamları konuşacağız, yoksulluğu konuşacağız, açlığı konuşacağız.

Vatandaşa bunu yapanın yanına kar bırakırsak namerdiz. Susmayacağız, konuşacağız, konuşacağız!",0.5310826301574707,0.020159322768449783,0.448758065700531,1,0.53108263
"Ahlaki üstünlük bizdedir. Psikolojik üstünlük bizdedir. Artık iktidar Cumhuriyet Halk Partisi’ndedir!

Ak Parti şeklen iktidarda, sokakta ve vicdanda artık muhalefettedir! 

Her gün daha büyük kalabalıklarla yürüyoruz. Adayımızı alacağız, sandığı koyacağız, iktidar olacağız!",0.42832207679748535,0.5657796263694763,0.0,2,0.5657796
"Bursa Osmangazi Kent Meydanı’ndayız! Bu daha başlangıç, mücadeleye devam!",0.3353703022003174,0.6503393650054932,0.01429031789302826,2,0.65033937
Genel Merkezimizde Cumhurbaşkanlığı ön seçim toplantımızı gerçekleştiriyoruz https:// eaJbWkjvwnxX …,0.8059132099151611,0.18174834549427032,0.012338392436504364,1,0.8059132
Halk TV’de gazetecilerin sorularını yanıtlıyorum.,0.7473142743110657,0.020153822377324104,0.23253189027309418,1,0.7473143
İstanbul Büyükşehir Belediye Başkanlığımızdayız,0.9405675530433655,0.03226408734917641,0.027168365195393562,1,0.94056755
"Halk seçecek, CHP iktidara gelecek.

#GelSeçTariheGeç",0.19233861565589905,0.016970470547676086,0.7906908988952637,3,0.7906909
Bir suikast sonucunda şehit olan Diyarbakır Emniyet Müdürü #GaffarOkkan'ı ölümünün 24'üncü yılında saygı ve minnetle anıyorum.,0.0,0.9846392273902893,0.0,2,0.9846392
Kimi takip etmeli,0.8510234355926514,0.08087556064128876,0.06810101866722107,1,0.85102344
"Emperyalizme direnmezseniz, gün gelir siz de hedef olursunuz. 

Hani ‘one minute’? 
Kapalı salonlarda kolaydı! 

Şimdi Trump, “Gazze’ye otel yapacağım, Filistinlileri oradan süreceğim” derken neden sessizsiniz? Asıl şimdi ‘one minute’ diyeceksin Erdoğan!",0.013897846452891827,0.976409375667572,0.0,2,0.9764094
"Cumhuriyet gazetesi yazarı #UğurMumcu'yu katledilişinin 32'nci yılında özlemle anıyorum.

O tuğlaların çekileceği,
O duvarın yıkılacağı, 
altında derin devletin bir daha kalkmamak üzere kalacağı aydınlık yarınları birlikte inşa edeceğiz.",0.0,0.9913089275360107,0.0,2,0.9913089
"Gerçekleşen saldırı hepimize yazılmış bir mektuptur.

O mektuba cevabımız şudur: Yarın Beyazıt’ta, cumartesi Van’da, 19 Mayıs’ta İzmir’de meydanlardayız!

O evlat katilinin elini çıplak yollayana söylüyorum.

Cesaretin varsa doldur da yolla!",0.017699062824249268,0.693000078201294,0.2893008589744568,2,0.6930001
"Çiftçisinden köylüsüne ayağa kalkıp 19 Mart darbesine karşı duran Yozgat’a demokrasiye sahip çıkmaya gidiyoruz! 

Ekrem Başkanı alana kadar, sandık gelene kadar durmayacağız! 

19 Nisan Cumartesi 
Yozgat Cumhuriyet Meydanı
14.00",0.0,0.19915470480918884,0.7960935235023499,3,0.7960935
"Bugün İstanbul’da Marmara Denizi açıklarında yaşanan ve artçıları hala devam eden depremin etkilerini dikkatle takip ediyoruz.

Tüm belediyelerimiz vatandaşlarımıza destek için tam bir teyakkuz halinde çalışmaktadır, atılacak her adıma katkı vermeye de hazırdır.

Depremden",0.8929815888404846,0.10180089622735977,0.0,1,0.8929816
"Biz, bitti demeden bitmeyecek. 
Ekrem Başkan çıkmadan bitmeyecek. 
Durmayacağız, sinmeyeceğiz, susmayacağız!

Silivri’de yatan yiğitlere, aslanlara Beylikdüzü’nden bin selam olsun!",0.017767146229743958,0.30554038286209106,0.6766924262046814,3,0.6766924
Partimizin grup toplantısını gerçekleştiriyoruz https://x.com/i/broadcasts/1ZkKzYBXrXdxv…,0.029946405440568924,0.9491649866104126,0.02088857814669609,2,0.949165
Partimizin grup toplantısını gerçekleştiriyoruz https://x.com/i/broadcasts/1BdxYqpyEPyxX…,0.029946405440568924,0.9491649866104126,0.02088857814669609,2,0.949165
"Hiçbir acıya, milli meseleye, dış politik meseleye mezhep üzerinden bakmadım, bakmam, bakanı da doğru bulmam. Böyle bakanlar bu ülkeye en büyük kötülüğü yapar.

Tayyip Erdoğan bir taraftan “Alevi-Sünni, Kürt-Türk kardeştir” diyor, diğer taraftan “Esed’i malum sebepten",0.3151061236858368,0.6761395335197449,0.0,2,0.67613953
"Sayın Genel Başkanım; 

Kutlama mesajınız için teşekkür ederim.
Sizin şahsınızda, Bağımsız Türkiye Partisi’nin tüm mensuplarını saygı ve hürmetle selamlıyorum.
Gösteri ve protesto hakkını kullanan hiçbir gencimizin hapse atılmadığı bir adalet sistemi için çalışmaya devam",0.9924858808517456,0.0,0.0,1,0.9924859
"We are now at the @herkesicinCHP office in #Istanbul . PES President Löfven assured CHP leader @eczozgurozel in person, that we stand by @ekrem_imamoglu , by the #CHP and by all democratic opposition in #Turkey . 
The politically motivated detentions, ordered by President Erdogan",0.0,0.0,0.9919178485870361,3,0.99191785
"Geleceğiz, seçeceğiz, tarihe geçeceğiz!

Eşinizi, dostunuzu, komşunuzu haberdar edin. Teşvik edin, eşlik edin!

Üyemiz olun ya da olmayın oy kullanabilirsiniz: http://onsecim.chp.org.tr",0.0,0.0,0.9863228797912598,3,0.9863229
Saraçhane'de ön seçimde oyumu kullanıyorum,0.9150053262710571,0.046141866594552994,0.03885276988148689,1,0.9150053
"Müzik dünyamızın kıymetli ismi İlhan Şeşen’in vefatını büyük bir üzüntüyle öğrendim.

Sanatıyla, sözleriyle, duruşuyla hepimizde kalıcı izler bırakan İlhan Şeşen’e Allah’tan rahmet; ailesine, sevenlerine ve tüm sanat camiasına başsağlığı diliyorum.",0.012569230981171131,0.9786766171455383,0.0,2,0.9786766
Erzincan'da gazetecilerin sorularını yanıtlıyorum https://x.com/i/broadcasts/1jMJgkVjZQkJL…,0.9543012380599976,0.024808242917060852,0.020890571177005768,1,0.95430124
"Ankara Büyükşehir Belediyemizin bir aracıyla, Mamak Belediyemizin bir aracının karıştığı kaza hepimizi derinden üzmüştür.

Kazada yaşamını yitiren Mamak Belediyemiz personelleri Emre Soylu, Mustafa Ali Köksal ve Ese Güner’e Allah'tan rahmet, ailelerine başsağlığı diliyorum.",0.466683954000473,0.4732942581176758,0.060021791607141495,2,0.47329426
"O KÜFRÜ KENDİ ANNEME EDİLMİŞ SAYIYORUM.

Biz siyasetimizi de itirazımızı da temiz bir dille yaparız. Bir siyasetçinin ailesine kötü söz söyleyen, küfür eden bizden değildir.

Protesto ile hakareti birbirine karıştırmak kabul edilemez. Küfür etmek hele hele aileye, anneye küfür",0.9870836138725281,0.0,0.0,1,0.9870836
"Bugün PKK terör örgütü kendini feshettiğini, silah bırakma kararı aldığını açıkladı.
 
Cumhuriyet Halk Partisi olarak tarihsel bir tutarlılık içerisinde, barışın yanındayız. Aynı şekilde, terörün ve şiddetin her türlüsüne her zaman karşı olduk, bundan sonra da karşı olmaya devam",0.0,0.9916293025016785,0.0,2,0.9916293
İzmir'de Engellilik Çalıştayı'ndayız https:// rmxPovbaEjJN …,0.030056186020374298,0.9490482211112976,0.020895643159747124,2,0.9490482
İstanbul Başakşehir'de Millet İradesi'ne Sahip Çıkıyor mitingimizi gerçekleştiriyoruz,0.02052592672407627,0.965185821056366,0.014288262464106083,2,0.9651858
"Bugün Kartal’da, Kadıköy’de binlerce emekçiyle omuz omuza 1 Mayıs’ı kutladık.

Güçlü iktidarlar meydanlardan korkmaz ama bunların dizleri titriyor.

İktidar, korkusunu bugün de barikatların arkasına sakladı. 

Ant olsun ki 1 Mayıs’ı Taksim’de özgürce kutladığımız günler gelecek!",0.9861938953399658,0.0,0.0,1,0.9861939
Partimizin TBMM Grup toplantısını gerçekleştiriyoruz,0.19095952808856964,0.7920703291893005,0.016970155760645866,2,0.7920703
"Halk seçecek, CHP iktidara gelecek. #GelSeçTariheGeç",0.19229339063167572,0.016970470547676086,0.7907361388206482,3,0.79073614
"31 Mart yerel seçimlerinin ardından seçilmiş belediye başkanlarına yönelik başlatılan operasyonlar, milletin gözünden düşerek 20 yıl sonra elindeki yerel iktidarı kaybeden bir siyasi parti ve onun yöneticilerinin 22 yıllık merkezi iktidarlarını da ilk seçimde kaybedeceklerini",0.5318289399147034,0.3130742907524109,0.15509675443172455,1,0.53182894
"Emekçiye gelince 'yok' diyenler, rantçılara gelince musluğu sonuna kadar açıyor.

Seçim zamanı üç ayda bir asgari ücrete zam yapma sözü verenler, işçiye 12 ay bir kuruş zam vermedi; sefalete mahkum etti.

Ama biz bu düzeni kabul etmiyoruz; hem işçiyi ezdirmeyeceğiz, hem işvereni",0.9907252788543701,0.0,0.0,1,0.9907253
"Yarın sabah İlker Karagöz ile Çalar Saat programının canlı yayın konuğu olacağım. 

13 Mayıs Salı
09.00
Now TV",0.0,0.0,0.9854839444160461,3,0.98548394
"Emeklileri, emekçileri, tüm ezilenleri bu iktidara kırmızı kart göstermeye davet ediyoruz.
#İktidaraKırmızıKart",0.9825388789176941,0.0,0.0,1,0.9825389
Özgür Özel Özgür Özel @eczozgurozel · 78 78 78 276 276 276 2 B 2 B 2 B 88 B 88 B 88 B,0.9628818035125732,0.020150311291217804,0.016967864707112312,1,0.9628818
İzmir'de gazetecilerin sorularını yanıtlıyorum https:// BRJjwgAqrLxw …,0.9628787040710449,0.020153049379587173,0.016968270763754845,1,0.9628787
İzmir Gündoğdu Meydanı’ndayız. Adalet için demokrasi için milletimizle birlikteyiz!,0.968740701675415,0.016969535499811172,0.014289779588580132,1,0.9687407
"Mübarek Ramazan’ın ilk günü… Sofralar kuruluyor, sohbetin konusu yine değişmiyor...

Altının fiyatını hesaplasam aynı dert, iftarlık hurmanın hesabını yapsam aynı dert!

Bu adaletsiz düzeni sen kurdun, faturayı da millete kestin Erdoğan! Ama bil ki bu millet senden de, senin",0.0,0.3106069266796112,0.6818987727165222,3,0.6818988
"Millet sefalete bile dayanır ama iradesine pranga vurmaya çalışan vesayetçilere haddini bildirir!

Bugüne kadar vesayetin karşısında dimdik duranlar, 19 Mart cuntasını da darmadağın edecek!",0.9808433651924133,0.01040051318705082,0.0,1,0.98084337
Özgür Özel Özgür Özel @eczozgurozel · 9 9 9 41 41 41 431 431 431 38 B 38 B 38 B,0.9628818035125732,0.020150311291217804,0.016967853531241417,1,0.9628818
Avrupa Parlamentosu Sosyalistler ve Demokratlar Grubu toplantısında konuşuyorum https://x.com/i/broadcasts/1yNGaLDrzlbKj…,0.017699725925922394,0.014653303660452366,0.9676469564437866,3,0.96764696
"İstanbul Beylikdüzü'nde ""Millet İradesine Sahip Çıkıyor"" Mitingimizi gerçekleştiriyoruz",0.015586490742862225,0.9735568761825562,0.010856572538614273,2,0.9735569
Türkiye Kent Konseyleri Platformu'nun 32'nci Genel Kurulu'na katılıyoruz https:// vAxRDaEdpRGl …,0.013908888213336468,0.01151262130588293,0.9745784997940063,3,0.9745785
Adıyaman Bahçecik Mahallesi'nde Deprem Şehitliği'ni ziyaret ediyoruz https:// ynJOlEgobWxR …,0.015568426810204983,0.012893528677523136,0.9715380668640137,3,0.97153807
Adıyaman'da Konteyner Kentleri ziyaret ediyoruz https:// vAGRDalXgrxl …,0.02048952504992485,0.01696684956550598,0.9625436067581177,3,0.9625436
"A planımız da, B planımız da, C planımız da Ekrem Başkanı hapisten kurtarmak, Cumhurbaşkanı adayımızı layık olduğu erken seçime kavuşturmak, Türkiye Cumhuriyeti’ni bir kez daha kurtarmaktır.

Emin olun biz kazanacağız!
Millet kazanacak. Milletin adayı Ekrem İmamoğlu kazanacak!",0.0,0.3713827133178711,0.6225302815437317,3,0.6225303
Bolu Kartalkaya'da yangın faciasının yaşandığı otelin önündeyiz https://x.com/i/broadcasts/1MYGNMMjXpOKw…,0.1491495966911316,0.8385107517242432,0.012339646928012371,2,0.83851075
"Kurtuluş yok tek başına!

Türkiye bu siyasi darbeye teslim olmayacak. Hep beraber direneceğiz.

Tüm vatandaşlarımızı 19 Mart darbesine karşı durmak için saat 14.00’te il ve ilçe başkanlıklarımıza davet ediyoruz. 

Hakimiyet kayıtsız şartsız milletindir,
Eninde sonunda millet",0.9907252788543701,0.0,0.0,1,0.9907253
Pazarcık Belediyemizdeyiz https://x.com/i/broadcasts/1mnxegynLXRGX…,0.9150217771530151,0.04613267257809639,0.03884553164243698,1,0.9150218
Adıyaman'da İzmir Büyükşehir Belediyemizin gerçekleştirdiği temel atma törenindeyiz https:// OdKrDEambpJX …,0.9787958264350891,0.011511233635246754,0.0,1,0.9787958
İstanbul Beyazıt'ta Millet İradesine Sahip Çıkıyor Mitingini gerçekleştiriyoruz,0.017718717455863953,0.9699432253837585,0.012338024564087391,2,0.9699432
"Özgür Özel (
@eczozgurozel
), önceki gün Volkswagen’e boykot sebeplerini anlatmak üzere mektup yazacağını söyledi. 
@herkesicinCHP
’nin boykot listesindeki tek yabancı şirket olan 
@VW
’e bu meseleyi 
@welt
 gazetesi adına sordum. Yanıtlar ilginç, ama satır aralarını okumak gerekir. /2",0.9940647482872009,0.0,0.0,1,0.99406475
"Sayın Genel Başkanım; 

Tebrik mesajınız için teşekkür ederim.
Sizin şahsınızda, tüm Saadet Partilileri saygı ve hürmetle selamlıyorum.
Siyasetçilerin, eşit ve adil rekabet ortamında özgürce yarışabileceği gerçek bir demokratik düzeni kurmak için hep birlikte çalışmayı",0.9921903014183044,0.0,0.0,1,0.9921903
Saraçhane'deyiz https:// dRJZYvNgrzGB …,0.0557439886033535,0.04613355174660683,0.8981224894523621,3,0.8981225
"Bugün idrak ettiğimiz #MiracKandili 'nin ülkemize, tüm dünyaya ve tüm insanlığa sağlık, barış, huzur, bereket ve kardeşlik getirmesini diliyorum.",0.9870970845222473,0.0,0.0,1,0.9870971
"İzmir'in dağlarında çiçekler açtı. Silivri Cezaevi'ndeki hücremden, Büyük Önderimiz Mustafa Kemal Atatürk'ün izinden yürüyen, özgürlük için alanı dolduran yüzbinleri duygulanarak, gururlanarak izledim. 

Bugün memleketimde, doğup büyüdüğüm İzmir’de yalnızca milli bayramımızı",0.0,0.9927449822425842,0.0,2,0.992745
"Bu yoldan dönüş yok!

Ekrem Başkanı almadan, onu demokrasinin, adaletin, kardeşliğin teminatı, Türkiye Cumhuriyeti'nin Cumhurbaşkanı yapmadan durmayacağız! 6 Nisan Pazar Nazım Hikmet Kültür Merkezi / Ankara 16.00",0.0,0.990953803062439,0.0,2,0.9909538
Elbistan Depremini anma törenindeyiz https:// mnGegywBDZxX …,0.962865948677063,0.02016368880867958,0.016970422118902206,1,0.96286595
Silivri Cezaevi önünde açıklama yapıyorum.,0.03008967638015747,0.024817058816552162,0.9450933337211609,3,0.94509333
"1- İktidarın paralı trolleri, bizim Filistin ve Gazze halkıyla dayanışmamızı sorgulayamazlar. 

Biz dün neredeysek bugün de oradayız. Bizi, Gazze’yi seçim zamanı siyasi rant için kullanıp, ABD’nin tehcir planına gönüllü yazılanlarla karıştırmayın. 

Filistin Davası’ndaki",0.9825382828712463,0.0,0.0,1,0.9825383
"Millet canını deprem korkusuyla dişine takmış, seçtiği belediye başkanlarının görevine dönmesini beklerken Erdoğan'ın tek derdi Kanal İstanbul.

Sabah güneş doğarken, talimatla 53 arkadaşımızı daha gözaltına aldılar. 

Deprem kapıdayken, uzmanları kendi derdinden gözaltına",0.8487758040428162,0.0,0.14464376866817474,1,0.8487758
Saraçhane'de açıklama yapıyorum,0.2921222746372223,0.03227071464061737,0.6756070256233215,3,0.675607
İstanbul'da gazetecilerin sorularını yanıtlıyorum https:// DXxyddlYOvJM …,0.9628767371177673,0.02015327475965023,0.016969971358776093,1,0.96287674
"Ne bir haram yedi ne cana kıydı
Ekmek kadar temiz su gibi aydın…

Bu gece Saraçhane",0.9839555025100708,0.0,0.0,1,0.9839555
Ankara Etimesgut'ta iftar programındayız https:// DXGyqBoddgGM …,0.9628739953041077,0.020155809819698334,0.016970202326774597,1,0.962874
Kurtuluş yok tek başına. Ya hep beraber ya hiçbirimiz!,0.968745231628418,0.016967669129371643,0.014287134632468224,1,0.96874523
SEYYAR GİYOTİN’in Anatomisi: Akın Gürlek,0.8510134220123291,0.08088117092847824,0.06810539960861206,1,0.8510134
"Ekrem Başkan bir haftadır ilk kez televizyona baktı ve emaneti Saraçhane'nin ona bir mesajı vardı... Sağ olun, var olun!",0.012569427490234375,0.5748217701911926,0.412608802318573,2,0.57482177
Saraçhane'deyiz https://x.com/i/broadcasts/1lDGLzwDRMoxm…,0.09763284772634506,0.08087629079818726,0.8214908838272095,3,0.8214909
Cumhuriyet Halk Partisi 21. Olağanüstü Kurultayı’nda yeniden Genel Başkanlığa seçilen Sayın @eczozgurozel @eczozgurozel ’i tebrik ediyorum.,0.0,0.0,0.9845266342163086,3,0.98452663
"Barış için, kardeşlik için, adalet için geleceğiz. Dalga dalga aydınlık olup, karanlığın üstüne yürüyeceğiz!

Yarın bu milletin sesini Van’dan yükselteceğiz!

10 Mayıs Cumartesi  
 12.00
Van Kent Meydanı (Merkez Bankası Yanı)",0.0,0.0,0.9916277527809143,3,0.99162775
Bakırköy Cezaevi'nde Mine Özerden ve Çiğdem Mater'i ziyaretimizin ardından açıklama yapıyorum https:// RDxlyyEbolKL …,0.011443344876170158,0.0,0.9790787696838379,3,0.97907877
"Cumhurbaşkanı Adayımız Ekrem İmamoğlu’nun afişlerini ve pankartlarını yasaklayan darbecilere cevabımızdır:

Bu daha başlangıç mücadeleye devam!

#İmamoğluHeryerde",0.0,0.8965752720832825,0.09437524527311325,2,0.8965753
Beylikdüzü Belediyemizdeyiz,0.49463146924972534,0.046140629798173904,0.45922788977622986,1,0.49463147
"Onurumuza sahip çıkıyoruz. İrademize sahip çıkıyoruz! 

Duy Erdoğan, millet bu, halk bu. Millet ayakta, başkanlarının yanında!",0.30113765597343445,0.6880035400390625,0.010858784429728985,2,0.68800354
"Cumhurbaşkanı adayımız Ekrem İmamoğlu’na ve milletin iradesine sahip çıkmak için bu akşam Beylikdüzü’ndeyiz.

Türkiye Cumhuriyeti Devleti’ni bu suç örgütünün elinden kurtarıp güçlü bir hukuk devleti yapana kadar durmayacağız! 16 Nisan Çarşamba Beylikdüzü Yaşam Vadisi",0.0,0.04336623102426529,0.9523465037345886,3,0.9523465
"Hristiyan yurttaşlarımız başta olmak üzere tüm Hristiyanların Paskalya Bayramı’nı kutluyor, bu özel günün ülkemize, bu dönem çok ihtiyaç duyduğumuz barış, adalet, hoşgörü ve dayanışma getirmesini diliyorum.

Birlikte yaşama kültürümüzü yaşatan tüm yurttaşlarımızla daha aydınlık,",0.9897640943527222,0.0,0.0,1,0.9897641
Halk TV Halk TV @halktvcomtr Takip et Takip et http:// http:// http:// http:// http://,0.978799045085907,0.011509514413774014,0.0,1,0.97879905
"Hukuk mu, fırsatçılık mı?

Gerçekleri konuşalım: Ekrem İmamoğlu davası bahane edilerek nasıl seçim hazırlığı yapılıyor?",0.020508069545030594,0.016968300566077232,0.9625236392021179,3,0.96252364
"Programlarıyla, şarkılarıyla, duruşuyla herkesin gönlünü ve dünyanın dört bir yanında milyonlarca kişinin sempatisini kazanmış sanatçımız #BarışManço'yu ölümünün 26'ncı yılında özlemle anıyorum.",0.0,0.9886151552200317,0.0,2,0.98861516
Partimizin grup toplantısını gerçekleştiriyoruz https://x.com/i/broadcasts/1kvJpbvZkQwKE…,0.029946405440568924,0.9491649866104126,0.02088857814669609,2,0.949165
"Biz meydanlardayız, milletle birlikteyiz.

Bu topraklara adalet gelene kadar durmayacağız!

Yarın dostun evinde, vefanın, irfanın şehri Konya’dayız. 3 Mayıs Cumartesi 14.00 Kılıçarslan Kent Meydanı",0.0,0.0,0.9893808960914612,3,0.9893809
Yenimahalle Belediyemizin iftar programındayız https:// OdKrDdNZpXJX …,0.9628767967224121,0.020153749734163284,0.016969501972198486,1,0.9628768
Now TV'de gazeteci İlker Karagöz'ün sorularını yanıtlıyorum https://x.com/i/broadcasts/1zqJVjZpLMLJB…,0.7662464380264282,0.014651671051979065,0.21910187602043152,1,0.76624644
"Kuzey Kıbrıs Türk Cumhuriyeti'nin kurucu cumhurbaşkanı, Kıbrıs Türklerinin bağımsızlık mücadelesinin simge isimlerinden #RaufDenktaş 'ı ölümünün 13'üncü yılında saygıyla anıyorum.",0.0,0.987302303314209,0.0,2,0.9873023
"Cumhuriyet Halk Partisi Gençlik Kolları 72 yaşında!

Cumhuriyetimizin filizi örgütümüz geçmişten bugüne umutla, cesaretle ve kararlılıkla yol alıyor. Birlikte yürüyor, Cumhuriyet’e sahip çıkıyoruz.

Büyük Önderimiz Mustafa Kemal Atatürk'ün izinde mücadelemizle buradayız. Biz",0.19783757627010345,0.7977137565612793,0.0,2,0.79771376
Bolu Kartalkaya'da Abant İzzet Baysal Eğitim ve Araştırma Hastanesi'ndeyiz https://x.com/i/broadcasts/1MYxNMMpbNzJw…,0.015566003508865833,0.9735769033432007,0.01085708662867546,2,0.9735769
"Biz, sadece CHP’liler için değil, tüm siyasi tutsaklar için adalet ve özgürlük talep ediyoruz.

Çünkü biliyoruz:

Kurtuluş yok tek başına, ya hep beraber ya hiçbirimiz!",0.9897653460502625,0.0,0.0,1,0.98976535
Emek Partisi Genel Başkanı Seyit Aslan ile ortak basın açıklaması yapıyoruz https://x.com/i/broadcasts/1gqxvjLlAwBxB…,0.011447376571595669,0.0,0.9790741205215454,3,0.9790741
"Ömrünü kız çocuklarının eğitimine, kadın haklarına ve bilime adayan; Cumhuriyet’in izinden hiç ayrılmayan Türkan Saylan’ı, vefatının 16. yılında saygı ve rahmetle anıyorum.

Bizlere emanet ettiği ideallerine, hedeflerine ve kurucusu olduğu Çağdaş Yaşamı Destekleme Derneği’ne",0.0,0.9856157898902893,0.0,2,0.9856158
Silivri'de Cumhurbaşkanı Adayımız Ekrem İmamoğlu'nu ziyaretimizin ardından açıklama yapıyorum,0.01389425341039896,0.011510707437992096,0.9745950102806091,3,0.974595
"1 Mart 2003’te TBMM’de Amerikan askerlerinin Türkiye üzerinden Irak’ı işgal etmesine izin veren tezkere reddedildi ve Amerikan postalları Anadolu’yu kirletemedi.

O gün Müslüman kanının akmasına Türkiye’nin alet edilmesine engel olan başta rahmetli Deniz Baykal olmak üzere tüm",0.9851548671722412,0.0,0.0,1,0.98515487
Kahramanmaraş'ta depremde hayatını kaybedenlerin aileleriyle bir araya geliyoruz. https://x.com/i/broadcasts/1BRJjmzjBYvGw…,0.015569265931844711,0.9735742211341858,0.010856536217033863,2,0.9735742
"Manisa'da ""Sanatta, Siyasette, İşte, Hayatta Kadınların Yolculuğu"" Paneli'ndeyiz https://x.com/i/broadcasts/1lDxLzDayXQGm…",0.015565807931125164,0.9735764265060425,0.010857827961444855,2,0.9735764
#İmamoğluHerYerde,0.8509276509284973,0.08095719665288925,0.06811516731977463,1,0.85092765
"“Hiç dinlenmemek üzere yola çıkanlar, asla yorulmazlar.”

Ayağa kalkın!
Bu yürüyüş iktidar yürüyüşüdür!
#31Mart",0.0,0.9834769368171692,0.0,2,0.98347694
Yenimahalle Belediyemizin iftar programındayız https://x.com/i/broadcasts/1OdKrDdNZpXJX…,0.954299807548523,0.02480953373014927,0.02089068852365017,1,0.9542998
Çağlayan Adliyesi'nde Zafer Partisi Genel Başkanı Ümir Özdağ'ın duruşmasına ilişkin açıklama yapıyorum,0.012550009414553642,0.010395406745374203,0.9770545959472656,3,0.9770546
