temiz_metin,konu_1_skor,konu_2_skor,dominant_konu,dominant_konu_skor
"Pegasus'un iç hat uçuşlarında 180 ₺ fiyatla kahve diye satışa sunduğu bu ürün içeriğinde;
Kahve beyazlatıcısı,
Köpük yapıcı karışım,
Glikoz şurubu,
Tam hidrojenize bitkisel yağ,
Emülgatör,
Stabilizör,
Renklendirici ile Cappuccino aroma vericisi bulunuyor.
https://gidadedektifi.com/status/2329",0.9977295994758606,0.0,1,0.9977296
"Yine A101, yine skandal!
Bu firmaya kimse dur demeyecek mi?
Bursa'nın Yıldırım ilçesindeki A101 mağazasında son tüketim tarihleri geçmiş bütün piliçlerin indirimli olarak satıldığı görülüyor.
Bunları birileri alıp, tüketmiş olabilir.
@TCTarim
 
@Hastavuk",0.0,0.9981858134269714,2,0.9981858
"Premium dondurma görünümünde Carte D’or markasıyla satılan bitkisel yağlı sütlü buz ürünlerinden birini daha inceleyeceğiz: Carte D’or Selection Karamel Kurabiye.
Ürün 60 gr'lık tek porsiyonda 15 gr ilave şeker yani yaklaşık 7 küp şeker içeriyor.",0.9976517558097839,0.0,1,0.99765176
"Tüketmeden önce dikkat edin: Çay firmaları bergamot aromasını standart yaptı!
""Karadeniz"" veya ""Geleneksel Karadeniz"" ismiyle satılan bu çaylarda yapay bergamot aroması kullanılıyor.
Neden bu çaylara yapay aromalar ekleniyor? https:// @Dogadan_Cay @doguscay",0.0,0.9980612993240356,2,0.9980613
"Büyük gıda kartelleri nerdeyse her restoranın, lokantanın, kafenin mutfağındalar!
Konya'da bir sokakta bir restoranın mutfak deposuna kaldırılmayı bekleyen bu kutuların içinde yeni nesil margarinler yani bitkisel susuz yağ var.
https://gidadedektifi.com/status/2344",0.060627274215221405,0.939372718334198,2,0.9393727
"Yine A101, yine skandal!
Bu firmaya kimse dur demeyecek mi?
Bursa'nın Yıldırım ilçesindeki A101 mağazasında son tüketim tarihleri geçmiş bütün piliçlerin indirimli olarak satıldığı görülüyor.
Bunları birileri alıp, tüketmiş olabilir. @TCTarim @Hastavuk",0.0,0.9981858134269714,2,0.9981858
"Hindistan'da çekilen videoda Türkiye'den ithal ürünlerin protesto edildiği görüldü.
Videoda Türkiye'nin Pakistan'a verdiği destek sebebiyle ""Made in Türkiye"" yazılı ürünlerin tezgahlardan kaldırıldığı ve Türkiye ifadelerinin karalandığı anlar kaydedildi. https://",0.0,0.9979181885719299,2,0.9979182
"Bravo Fenerbahçe Beko.
Bu şampiyonluk size çok yakıştı!
@FBBasketbol",0.0,0.9930508136749268,2,0.9930508
"Tarım ve Orman Bakanlığı ekipleri Şanlıurfa'da av yasağı döneminde avlanan 1,5 ton sazan balığı tespit etti.
Kaçak avlanan kişiye 37 bin 700₺ idari para cezası verilirken insan sağlığına uygun olmadığı tespit edilen balıkların imha edildiği duyuruldu. https://",0.0,0.9983452558517456,2,0.99834526
"Sabri Ülker Vakfı sponsorluğunda palm yağını övme komitesi (!) çalışmalarına tüm samimiyetsizliği ve yüzsüzlüğüyle devam ediyor.
Utanmıyorlar.
Sizi aptal yerine koyanlara ve sponsorlarından aldıkları paralarla algı yapan bu sözde uzmanların oyununa gelmeyin.
@iletisim
 
@TCTarim",0.0,0.9981859922409058,2,0.998186
ZAM Haber ZAM Haber @ZamHaberAjans Takip et Takip et Yeni Nesil Dijital Medya | Haberlere #ZamGeldi | İş Birliği ve İhbar için DM,0.5079373121261597,0.49206262826919556,1,0.5079373
"Eti Lifalif Kuruyemişli Yulaf Bar içeriğinde palm yağı ve türevleri yer almazken, ayçiçek, zeytinyağı ve tereyağı bulunuyor.
Ürün içeriğinde sırasıyla;
%36 oranında yulaf ezmesi,
%17,3 oranında yer fıstığı,
%9,1 oranında fındık,
%4 oranında badem bulunuyor.",0.9957588315010071,0.0,1,0.99575883
"Ayrıca ""Geleneksel Karadeniz"" ismiyle satışa sunulan ve yerli çay algısı yapan bu çayın yerli ve ithal çay karışımı olduğunu belirtelim.
Ayrıca üründeki yerli çay oranının bilinmediğini ve ithal çayın menşe ülkesinin beyan edilmediğini söyleyelim.
@Dogadan_Cay
@TCTarim",0.12629598379135132,0.8737040162086487,2,0.873704
"Tadelle’nin küp gofret formunda piyasaya sürdüğü ve 200 gr’lık paketlerde satılan bitter çikolatalı çeşidini inceleyeceğiz.
Sagra tarafından Ordu’daki tesislerde üretilen ürün 40 gr'lık tek porsiyonda 17,2 gr ilave şeker yani yaklaşık 8 küp şeker içeriyor.",0.996908962726593,0.0,1,0.99690896
"Coca Cola Türkiye tarafından üretilerek Cappy markasıyla satılan %100 Elma suyunun içinden tanımlanamayan bir cisim çıktı.
Sosyal medyada ""Cappy canavarı"" olarak bilinen bu ve benzeri cisimler Cappy ürünlerinden çıkmasıyla biliniyor.
https://gidadedektifi.com/status/2340",0.9975684285163879,0.0,1,0.9975684
Dr.Fatih ALAGÖZ Dr.Fatih ALAGÖZ @fatihalagoz01 Takip et Takip et,0.9678149223327637,0.032185062766075134,1,0.9678149
"Metro mağazalarında son tüketim tarihi yaklaşan temel gıda maddelerine indirimler yapılmaya başladı.
Son tüketim tarihi yaklaşan ürünler ""tarihi dolmadan tüketelim"" ifadelerinin yer aldığı ayrı bir reyonda indirimli olarak satışa sunuluyor.
https://gidadedektifi.com/status/2318",0.0,0.9981256127357483,2,0.9981256
"Tüketmeden önce dikkat edin: Çay firmaları bergamot aromasını standart yaptı!
""Karadeniz"" veya ""Geleneksel Karadeniz"" ismiyle satılan bu çaylarda yapay bergamot aroması kullanılıyor.
Neden bu çaylara yapay aromalar ekleniyor?
https://gidadedektifi.com/status/2341
@Dogadan_Cay
 
@doguscay",0.0,0.9979923367500305,2,0.99799234
"Gıda Dedektifi Mobil uygulamasına zehrabetul tarafından gönderilen şikayette; ""İstanbul Pendik'teki Bim markette tüketim tarihi geçmiş Obsesso markalı sütlü kahveleri indirimli şekilde insanlara satmaya çalışıyorlar"" ifadeleri yer alıyor. https:// @bimturkiye",0.0,0.9980612993240356,2,0.9980613
"Gıda Dedektifi Mobil uygulamasına zehrabetul tarafından gönderilen şikayette; ""İstanbul Pendik'teki Bim markette tüketim tarihi geçmiş Obsesso markalı sütlü kahveleri indirimli şekilde insanlara satmaya çalışıyorlar"" ifadeleri yer alıyor.
https://gidadedektifi.com/sikayet/1423
@bimturkiye",0.0,0.9979923367500305,2,0.99799234
"Meyve suyu değil; meyve nektarı.
Cappy canavarı değil,
Jucy canavarı!",0.3953232765197754,0.6046767234802246,2,0.6046767
"Dondurma değil,
Bitkisel yağlı sütlü buz!
Algida markasıyla dondurma görünümünde satılan bu üründe ilk 3 sırada;
Su,
Sofra şekeri ve
Palm yağı ve hindistan cevizi yağı var.
Ürün ayrıca çeşitli katkı maddeleri ve içeriği bilinmeyen aroma vericiler içeriyor.
https://gidadedektifi.com/status/2387",0.9979353547096252,0.0,1,0.99793535
"Türkiye'de üretilerek Almanya ve Çek Cumhuriyeti'ne ihraç edilen dubai çikolatası içeriğinde güvenli limitlerin 7 katı oranında aflatoksin tespit edildi.
RASFF'ten yapılan duyuruya göre ürünler piyasadan toplatılırken, marka bilgisi kamuoyuna açıklanmadı.
https://gidadedektifi.com/status/2345",0.9975680708885193,0.0,1,0.9975681
"Geçen hafta Türkiye'den Avrupa Birliği ülkelerine ihraç edilmek istenen fakat yüksek pestisit sebebiyle sınırdan dönen, toplatılan veya iade edilen ürünler:
Organik kuru incir
Kuru incir
Taze biber
Kuru kayısı
Organik susam
Fındık
Kekik
Armut
Helva
https://gidadedektifi.com/status/2367",0.998052716255188,0.0,1,0.9980527
"Palm yağı ve türevlerinin yanı sıra, yapay herhangi bir bileşen de içermeyen Züber Noutos Kajun Baharatlı Nohut Cipsi'ni inceleyeceğiz.
Ürün içeriğinde %58 oranında nohut unu bulunurken, aroma arttırıcı katkı maddeleri de yer almıyor. #Sponsorluİçerik",0.9978026151657104,0.0,1,0.9978026
"Hemen Cappy canavarı da geldi.
Cappy Atom ismiyle satışa sunulan karışık meyve nektarından garip bir cisim çıktığı görülüyor. Bu ürünlerin üretim süreçleri gerçekten denetleniyor mu?
@CappyTR
 
@TCTarim",0.13936223089694977,0.8606377840042114,2,0.8606378
"İzmir'de faaliyet gösteren Öncü markalı döner restoranında sabah saatlerinde güneşin altında mevzuata aykırı olarak bekleyen ayranlar böyle görüntülendi.
Soğuk zinciri bozulmuş bu ayranlar muhtemelen sonrasında soğutuldu ve tüketicilere servis edildi. https://",0.0,0.9980611801147461,2,0.9980612
"Gurumen markasıyla 200 gr'lık paketlerde satışa sunulan Amerikan Salatası içeriğinde;
Mayonez aroma vericisi,
Hardal aroma vericisi,
Sarımsak aroma vericisi ile çeşitli katkı maddeleri bulunuyor. Üründe ayrıca renklendirici olarak beta karoten yer alıyor.
https://gidadedektifi.com/status/2316",0.9978711009025574,0.0,1,0.9978711
