temiz_metin,konu_1_skor,konu_2_skor,dominant_konu,dominant_konu_skor
"Sakarya’nın Pamukova ilçesinde merdiven altı bir tesiste sağlıksız şartlarda üretildiği tespit edilen 5 ton kaşar peyniri ele geçirildi.
Tarım Orman İl Müdürlüğü ile jandarmanın düzenlediği operasyonda 5 ton sahte kaşar peynirine el konulduğu açıklandı. https://",0.083223306,0.9167767,2.0,0.9167767
"Tarım ve Orman Bakanlığı tarafından yayınlanan taklit ve tağşiş listesinde güncelleme yapıldı.
Afyonkarahisar'da üretim yapan Ertürk Et firması tarafından üretilen ısıl işlem görmüş dana sucuk ürününde kanatlı eti ve soya tespit edildiği açıklandı.
https://gidadedektifi.com/status/2327",0.43011835,0.5698817,2.0,0.5698817
"Tarım ve Orman Bakanlığı İzmir'in Menderes ilçesinde faaliyet gösteren işletmelerde fide denetimi yaptı.
Denetimler çerçevesinde yapılan kontrollerde bakteriyel belirti taşıyan 307 bin kapya biber tespit edildi. Biberlerin imha görüntüleri kamuoyuyla paylaşıldı. @TCTarim",0.02176995,0.9782301,2.0,0.9782301
"A101 mağazalarında kg fiyatı 70₺'ye satışa sunulan limonların içler acısı hali Gıda Dedektifi Mobil kullanıcısı tarafından böyle görüntülendi.
Eğer zamanında indirim uygulansaydı; Bu limonlar çöpe gideceğini bir ailenin sofrasına gidebilirdi. @TCTarim",0.083223164,0.91677684,2.0,0.91677684
"Nescafe Xpress markasıyla satışa sunulan karamel aromalı kahveli sütlü içecek ürününü inceleyeceğiz: Nescafe Express Caramel.
Gönenli Süt Ürünleri firması tarafından fason olarak üretilen üründe %0,9 yani binde 9 oranında kahve ekstraktı bulunuyor.",0.04609331,0.9539067,2.0,0.9539067
"Tamek ile özdeşleşen nostaljik şişelerde yeniden satılmaya başlanan bu ürün Tamek tarafından üretilmiyor!
Ürünün gıda işletmecisi olarak Tamek gözüküyor olsa da, ürün Sakarya'da faaliyet gösteren Oğuz Gıda tarafından üretiliyor.
Peki ya neden?
@tamek
 
https://gidadedektifi.com/status/2339",0.08322983,0.9167702,2.0,0.9167702
"Tarım ve Orman Bakanlığı tarafından yayınlanan taklit ve tağşiş listesinde güncelleme yapıldı.
Afyonkarahisar'da üretim yapan Ertürk Et firması tarafından üretilen ısıl işlem görmüş dana sucuk ürününde kanatlı eti ve soya tespit edildiği açıklandı. https://",0.046094347,0.95390564,2.0,0.95390564
"Türkiye'de tanker tanker margarin satan, marketlerdeki birçok margarin markasının sahibi olan Yıldız Holding, İngiltere'de Jacob's markasıyla ürettiği ürünleri ""palm yağı içermez"" ifadeleriyle satıyor.
Susmuyoruz, gerçekleri Gıda Panorama'da anlatıyoruz. https:// =yX4GAtcwLJP2Xoi-&t=238 …",0.046093322,0.9539067,2.0,0.9539067
"A101 şaşırtmıyor!
Yumurta gibi hassas bir ürüne tüketim tarihi geçtikten 2 gün sonra indirim yapıp satıyorlar.
Daha önce benzer durumları yayınlayan Gıda Dedektifi'ne iftira ve haksız ithamlarla dava açan A101 son dönemde belediyeler tarafından defalarca kez mühürlendi. @TCTarim",0.019834798,0.98016524,2.0,0.98016524
"Bugüne kadar yaptığımız yayınlar karşısında sürekli çıkıp ""mevzuata uygun"" ve ""zararsız"" diye savunma yapıyorlardı!
Amerikan İlaç Dairesi FDA yaygın olarak kullanılan birçok katkı maddesini yeniden değerlendirmeye karar verdi: BHA, BHT de mercek alınıyor!",0.938857,0.06114303,1.0,0.938857
"File mağazasında kg fiyatı 235₺'ye satılan sarımsağın markete gelişinin 45₺ olduğu görülüyor.
Yani sarımsağın fiyatı üreticiden tüketiciye gelene kadar 5 kat artıyor. Firmalar vergiden ""kaçınmak"" için bunu yaptıklarını belirtiyor.
https://gidadedektifi.com/status/2338
@HMBakanligi
 
@ticaret",0.08324689,0.91675305,2.0,0.91675305
"Türkiye'de tanker tanker margarin satan, marketlerdeki birçok margarin markasının sahibi olan Yıldız Holding, İngiltere'de Jacob's markasıyla ürettiği ürünleri ""palm yağı içermez"" ifadeleriyle satıyor.
Susmuyoruz, gerçekleri Gıda Panorama'da anlatıyoruz.
https://youtu.be/nrL_dBD0eZU?si=yX4GAtcwLJP2Xoi-&t=238…",0.43011835,0.5698817,2.0,0.5698817
Kimi takip etmeli,0.8896607,0.110339284,1.0,0.8896607
"Maç izlerken palm yağı ve türevleri ile aroma arttırıcı katkı maddeleri içeren cipsleri tüketmek zorunda değilsiniz.
Züber Noutos Ege Baharatlı Nohut Cipsi içeriğinde;
%59 oranında nohut unu,
%7 oranında Ege baharatlı çeşni,
Ayçiçek yağı,
Zeytinyağı ve tuz var.
#Sponsorluİçerik",0.083214514,0.91678554,2.0,0.91678554
"Tarım ve Orman Bakanlığı ekipleri Şanlıurfa'da av yasağı döneminde avlanan 1,5 ton sazan balığı tespit etti.
Kaçak avlanan kişiye 37 bin 700₺ idari para cezası verilirken insan sağlığına uygun olmadığı tespit edilen balıkların imha edildiği duyuruldu.
https://gidadedektifi.com/status/2323",0.43011835,0.5698817,2.0,0.5698817
"File mağazalarında dondurulmuş ürün reyonlarında satışa sunulan Harras markalı Lahmacun ürününü inceleyeceğiz. Ürün 440 gr’lık paketlerde 4’lü olarak satışa sunuluyor.
Hacıbozanoğulları firması tarafından üretilen üründe %18 oranında dana kıyma bulunuyor.",0.05932477,0.9406752,2.0,0.9406752
"Ambalajında karpuz görselleri yer alan Vivident Xylit markalı 45 Dakika Karpuz Aromalı ürünü inceleyeceğiz.
Ürün içeriğinde çok sayıda tatlandırıcı, içeriği beyan edilmeyen aroma vericiler ve renklendirici olarak E120 koduyla beyan edilen Karmin bulunuyor.",0.43011835,0.5698817,2.0,0.5698817
Evreni Merak Ediyoruz Evreni Merak Ediyoruz @evrenseImerak Takip et Takip et Evrene dair her şeyi sizlerle paylaşıyoruz. İletişim ve telif hakkı için DM,0.03184113,0.96815884,2.0,0.96815884
"Hemen Cappy canavarı da geldi.
Cappy Atom ismiyle satışa sunulan karışık meyve nektarından garip bir cisim çıktığı görülüyor. Bu ürünlerin üretim süreçleri gerçekten denetleniyor mu? @CappyTR @TCTarim",0.08320531,0.9167947,2.0,0.9167947
"Superfresh markasıyla dondurulmuş gıda reyonlarında yer alan ve ambalajındaki “Dana etli” ifadesiyle dikkat çeken Dondurulmuş Mantı ürününü inceleyeceğiz.
Üründe %2 oranında dana kıyma bulunuyor yani 1 kg'lık tek paket sadece 20 gr dana kıyma içeriyor.",0.8895123,0.11048771,1.0,0.8895123
"Tarım ve Orman Bakanlığı'nın İzmir'de yaptığı denetimlerde son tüketim tarihi geçmiş, etiketsiz, küflenmiş ve bozulmuş süt ve süt ürünleri ile salça ürünleri tespit edilerek imha edildi.
Yapılan açıklamada 7 bin kg süt ürününün imha edildiği duyuruldu. https://",0.08322509,0.9167749,2.0,0.9167749
Türkiye’den ithal edilen ürünlere yönelik tepkilerin yer aldığı ve bugün sosyal medyaya düşen bu görüntüler Hindistan’da çekildi. Hindistan kamuoyunda Türkiye’nin Pakistan’a verdiği siyasi destek nedeniyle Türk ürünlerine yönelik tepkiler artmaya başladı. Bu kapsamda Hindistan’a,0.88966054,0.110339515,1.0,0.88966054
"Gıda Dedektifi Mobil uygulamasına sev_o_can tarafından gönderilen şikayette; ""Cappy markalı atom ballı karışık meyve nektarı adı altında satın aldığım bu ürünün içinde bardağa koyarken fark ettiğim bu görüntü beni şok etti"" ifadeleri yer alıyor. https://gidadedektifi.com/sikayet/1397 https://",0.43011835,0.5698817,2.0,0.5698817
"Gıda Dedektifi Mobil uygulamasına kbrvc tarafından gönderilen şikayette; ""Ankara'nın Çankaya ilçesinde Hoşdere caddesindeki A101 mağazasında limonların hali içler acısı. Adamların kilosu 70 liraya sattıkları limona bakar mısınız?"" ifadeleri yer alıyor. https://",0.024347369,0.9756527,2.0,0.9756527
"""Sütü sevdirir"" sloganıyla ve çilek görselleriyle satılan Nestlé Nesquik Çilek Aromalı süt çilek değil, yapay çilek aroma vericisi içeriyor.
Ürünün 180 ml'lik tek kutusunu tüketen bir çocuk 9,5 gr ilave şeker yani yaklaşık 5 küp şeker tüketmiş oluyor. https://",0.88947195,0.11052808,1.0,0.88947195
"Ülker markasıyla uzun yıllardır üretilerek satışa sunulan bütün fındıklı Ece Fındıklı Sütlü çikolatayı inceleyeceğiz.
Ürün %8 oranında bütün fındık ve %4,3 oranında fındık püresi içeriyor. Üründe ayrıca içeriği bilinmeyen aroma vericiler bulunuyor.",0.08322962,0.9167704,2.0,0.9167704
"Büyük gıda kartelleri nerdeyse her restoranın, lokantanın, kafenin mutfağındalar!
Konya'da bir sokakta bir restoranın mutfak deposuna kaldırılmayı bekleyen bu kutuların içinde yeni nesil margarinler yani bitkisel susuz yağ var. https://",0.9388604,0.061139546,1.0,0.9388604
"Palm yağı ve türevlerinin yanı sıra, yapay herhangi bir bileşen de içermeyen Züber Noutos Kajun Baharatlı Nohut Cipsi'ni inceleyeceğiz.
Ürün içeriğinde %58 oranında nohut unu bulunurken, aroma arttırıcı katkı maddeleri de yer almıyor.
#Sponsorluİçerik",0.08319598,0.91680396,2.0,0.91680396
"denetle! denetle! @denetlecomtr Takip et Takip et Türkiye’nin En Büyük Dijital Denetim Platformu | Ürün, içerik ve şikayetleri inceliyoruz #DenetimSizde",0.0832476,0.9167524,2.0,0.9167524
"Oses markasıyla üretilerek satışa sunulan etsiz hazır çiğ köfte ürününü inceleyeceğiz.
Üründeki çiğ köfte çeşnisi içeriğinde sofra şekeri, tam hidrojenize palm ve malt ekstraktı yer alıyor. Üründe aroma arttırıcı ve türevleri katkı maddesi bulunmuyor.",0.9388604,0.061139565,1.0,0.9388604
"Ankara'daki Atatürk Orman Çiftliği Süt Fabrikası'nda üretilen sade dondurma içeriğinde;
Pastörize süt,
Sofra şekeri,
Süt tozu,
Pastörize süt kreması,
Vanilya aroma vericisi ile
Guar gum,
Sodyum Aljinat,
Locust Bean Gum gibi kıvam arttırıcılar bulunuyor.
https://gidadedektifi.com/status/2374",0.031851184,0.96814877,2.0,0.96814877
"İzmir'de faaliyet gösteren Öncü markalı döner restoranında sabah saatlerinde güneşin altında mevzuata aykırı olarak bekleyen ayranlar böyle görüntülendi.
Soğuk zinciri bozulmuş bu ayranlar muhtemelen sonrasında soğutuldu ve tüketicilere servis edildi.
https://gidadedektifi.com/status/2372",0.083195955,0.9168041,2.0,0.9168041
"A101 şaşırtmıyor!
Yumurta gibi hassas bir ürüne tüketim tarihi geçtikten 2 gün sonra indirim yapıp satıyorlar.
Daha önce benzer durumları yayınlayan Gıda Dedektifi'ne iftira ve haksız ithamlarla dava açan A101 son dönemde belediyeler tarafından defalarca kez mühürlendi.
@TCTarim",0.024347357,0.9756527,2.0,0.9756527
"Pınar Aç Bitir markasıyla satılan Hindi Füme ambalajında ""yüksek protein"" ifadesi yer alıyor.
Tek pakette 9 gr protein içeren üründe;
Hindi göğüs eti,
Patates nişastası,
Baharat karışımı,
Kıvam arttırıcı ve içeriği bilinmeyen aroma vericiler bulunuyor.
https://gidadedektifi.com/status/2379",0.9633992,0.036600858,1.0,0.9633992
"Ferrero markasıyla satışa sunulan oyuncaklı sürpriz yumurta ürünü Kinder Joy Hindistan'dan ülkemize ithal ediliyor.
Ürün 20 gr'lık tek adette 10,2 gr ilave şeker yani yaklaşık 5 küp şeker içeriyor. Üründe içeriği bilinmeyen yapay aroma vericiler var. https://",0.021769945,0.9782301,2.0,0.9782301
"Yaz ayları gelirken soğuk çaylar gündeme gelmeye başladı. Bugün Coca Cola'nın ürettiği Fuse Tea Yeşil Çaylı çeşidi inceleyeceğiz.
Oo, yeşil çaylı ürün yapmışlar diyenler için baştan söyleyelim: Ürün %0,1 yani binde 1 oranında yeşil çay ekstraktı içeriyor!",0.046094343,0.95390564,2.0,0.95390564
"Neredeyse her hafta başka bir belediye tarafından mühürlenen, bugüne kadar onlarca mağazasında son tüketim tarihi geçmiş ve halk sağlığını tehdit eden ürünler tespit edilen, buna rağmen bu gerçekleri yıllardır yazan Gıda Dedektifi’ne güç gösterisi yapmak için davalar açan A101",0.8896607,0.110339314,1.0,0.8896607
"Pınar Aç Bitir markasıyla satılan Hindi Füme ambalajında ""yüksek protein"" ifadesi yer alıyor.
Tek pakette 9 gr protein içeren üründe;
Hindi göğüs eti,
Patates nişastası,
Baharat karışımı,
Kıvam arttırıcı ve içeriği bilinmeyen aroma vericiler bulunuyor. https://",0.43011835,0.5698817,2.0,0.5698817
"Meksika hükümeti, küresel gıda devlerinin ve ABD'nin yoğun baskılarına rağmen tarihi bir adım atarak genetiği değiştirilmiş yani GDO'lu mısır tohumlarının kullanımını anayasal olarak yasakladı.",0.8895027,0.110497296,1.0,0.8895027
"Tüketmeden önce dikkat edin: Çay firmaları bergamot aromasını standart yaptı!
""Karadeniz"" veya ""Geleneksel Karadeniz"" ismiyle satılan bu çaylarda yapay bergamot aroması kullanılıyor.
Neden bu çaylara yapay aromalar ekleniyor?",0.08322987,0.9167701,2.0,0.9167701
"Gıda Dedektifi Mobil uygulamasına nurullahcan tarafından gönderilen şikayette; ""Son tüketim tarihi geçmiş tavuk ürünlerinin kontrolleri yapılmıyor herhalde bir de indirime koyup satıyorlar."" ifadeleri yer alıyor. https://gidadedektifi.com/sikayet/1359/ https://",0.083195955,0.9168041,2.0,0.9168041
"Uzun yıllardır fındıklı barlarıyla bilinen Tadelle markasıyla son dönemde üretmeye başlanan Antep fıstıklı Sütlü Çikolata ürününü inceliyoruz.
%12 oranında Antep fıstığı içeren ürünün tek paketinde 24,4 gr ilave şeker yani yaklaşık 12 küp şeker bulunuyor.",0.03185118,0.9681489,2.0,0.9681489
"Ankara'daki Atatürk Orman Çiftliği Süt Fabrikası'nda üretilen sade dondurma içeriğinde;
Pastörize süt,
Sofra şekeri,
Süt tozu,
Pastörize süt kreması,
Vanilya aroma vericisi ile
Guar gum,
Sodyum Aljinat,
Locust Bean Gum gibi kıvam arttırıcılar bulunuyor. https://",0.8895127,0.1104873,1.0,0.8895127
"Metro mağazalarında son tüketim tarihi yaklaşan temel gıda maddelerine indirimler yapılmaya başladı.
Son tüketim tarihi yaklaşan ürünler ""tarihi dolmadan tüketelim"" ifadelerinin yer aldığı ayrı bir reyonda indirimli olarak satışa sunuluyor. https://",0.083230145,0.9167698,2.0,0.9167698
"Tamek ile özdeşleşen nostaljik şişelerde yeniden satılmaya başlanan bu ürün Tamek tarafından üretilmiyor!
Ürünün gıda işletmecisi olarak Tamek gözüküyor olsa da, ürün Sakarya'da faaliyet gösteren Oğuz Gıda tarafından üretiliyor.
Peki ya neden? @tamek https://",0.95771605,0.042283952,1.0,0.95771605
"File mağazasında kg fiyatı 235₺'ye satılan sarımsağın markete gelişinin 45₺ olduğu görülüyor.
Yani sarımsağın fiyatı üreticiden tüketiciye gelene kadar 5 kat artıyor. Firmalar vergiden ""kaçınmak"" için bunu yaptıklarını belirtiyor. https:// @HMBakanligi @ticaret",0.938857,0.06114302,1.0,0.938857
Röportaj Adam Röportaj Adam @RoportajAdam Takip et Takip et,0.8896604,0.11033961,1.0,0.8896604
"Gıda Dedektifi Mobil uygulamasına ahmetaslan tarafından gönderilen şikayette; ""Jucy Şeftali güncel tarihli meyve suyu içinden çıkana bakar mısınız?"" ifadeleri yer alıyor.
Ürün içinden garip bir cisim çıktığı görülüyor. https://gidadedektifi.com/sikayet/1403 https://",0.046053864,0.9539462,2.0,0.9539462
"Pegasus'un iç hat uçuşlarında 180 ₺ fiyatla kahve diye satışa sunduğu bu ürün içeriğinde;
Kahve beyazlatıcısı,
Köpük yapıcı karışım,
Glikoz şurubu,
Tam hidrojenize bitkisel yağ,
Emülgatör,
Stabilizör,
Renklendirici ile Cappuccino aroma vericisi bulunuyor.
https://gidadedektifi.com/status/2329",0.9780661,0.02193389,1.0,0.9780661
"Yine A101, yine skandal!
Bu firmaya kimse dur demeyecek mi?
Bursa'nın Yıldırım ilçesindeki A101 mağazasında son tüketim tarihleri geçmiş bütün piliçlerin indirimli olarak satıldığı görülüyor.
Bunları birileri alıp, tüketmiş olabilir.
@TCTarim
 
@Hastavuk",0.08319596,0.9168041,2.0,0.9168041
"Premium dondurma görünümünde Carte D’or markasıyla satılan bitkisel yağlı sütlü buz ürünlerinden birini daha inceleyeceğiz: Carte D’or Selection Karamel Kurabiye.
Ürün 60 gr'lık tek porsiyonda 15 gr ilave şeker yani yaklaşık 7 küp şeker içeriyor.",0.059296943,0.94070303,2.0,0.94070303
"Tüketmeden önce dikkat edin: Çay firmaları bergamot aromasını standart yaptı!
""Karadeniz"" veya ""Geleneksel Karadeniz"" ismiyle satılan bu çaylarda yapay bergamot aroması kullanılıyor.
Neden bu çaylara yapay aromalar ekleniyor? https:// @Dogadan_Cay @doguscay",0.88966066,0.11033936,1.0,0.88966066
"Büyük gıda kartelleri nerdeyse her restoranın, lokantanın, kafenin mutfağındalar!
Konya'da bir sokakta bir restoranın mutfak deposuna kaldırılmayı bekleyen bu kutuların içinde yeni nesil margarinler yani bitkisel susuz yağ var.
https://gidadedektifi.com/status/2344",0.9633992,0.03660085,1.0,0.9633992
"Yine A101, yine skandal!
Bu firmaya kimse dur demeyecek mi?
Bursa'nın Yıldırım ilçesindeki A101 mağazasında son tüketim tarihleri geçmiş bütün piliçlerin indirimli olarak satıldığı görülüyor.
Bunları birileri alıp, tüketmiş olabilir. @TCTarim @Hastavuk",0.03185118,0.9681488,2.0,0.9681488
"Hindistan'da çekilen videoda Türkiye'den ithal ürünlerin protesto edildiği görüldü.
Videoda Türkiye'nin Pakistan'a verdiği destek sebebiyle ""Made in Türkiye"" yazılı ürünlerin tezgahlardan kaldırıldığı ve Türkiye ifadelerinin karalandığı anlar kaydedildi. https://",0.43011835,0.5698817,2.0,0.5698817
"Bravo Fenerbahçe Beko.
Bu şampiyonluk size çok yakıştı!
@FBBasketbol",0.9363969,0.0636031,1.0,0.9363969
"Tarım ve Orman Bakanlığı ekipleri Şanlıurfa'da av yasağı döneminde avlanan 1,5 ton sazan balığı tespit etti.
Kaçak avlanan kişiye 37 bin 700₺ idari para cezası verilirken insan sağlığına uygun olmadığı tespit edilen balıkların imha edildiği duyuruldu. https://",0.027599104,0.9724009,2.0,0.9724009
"Sabri Ülker Vakfı sponsorluğunda palm yağını övme komitesi (!) çalışmalarına tüm samimiyetsizliği ve yüzsüzlüğüyle devam ediyor.
Utanmıyorlar.
Sizi aptal yerine koyanlara ve sponsorlarından aldıkları paralarla algı yapan bu sözde uzmanların oyununa gelmeyin.
@iletisim
 
@TCTarim",0.08322499,0.916775,2.0,0.916775
ZAM Haber ZAM Haber @ZamHaberAjans Takip et Takip et Yeni Nesil Dijital Medya | Haberlere #ZamGeldi | İş Birliği ve İhbar için DM,0.08321465,0.91678536,2.0,0.91678536
"Eti Lifalif Kuruyemişli Yulaf Bar içeriğinde palm yağı ve türevleri yer almazken, ayçiçek, zeytinyağı ve tereyağı bulunuyor.
Ürün içeriğinde sırasıyla;
%36 oranında yulaf ezmesi,
%17,3 oranında yer fıstığı,
%9,1 oranında fındık,
%4 oranında badem bulunuyor.",0.8894715,0.11052858,1.0,0.8894715
"Ayrıca ""Geleneksel Karadeniz"" ismiyle satışa sunulan ve yerli çay algısı yapan bu çayın yerli ve ithal çay karışımı olduğunu belirtelim.
Ayrıca üründeki yerli çay oranının bilinmediğini ve ithal çayın menşe ülkesinin beyan edilmediğini söyleyelim.
@Dogadan_Cay
@TCTarim",0.95766616,0.042333852,1.0,0.95766616
"Tadelle’nin küp gofret formunda piyasaya sürdüğü ve 200 gr’lık paketlerde satılan bitter çikolatalı çeşidini inceleyeceğiz.
Sagra tarafından Ordu’daki tesislerde üretilen ürün 40 gr'lık tek porsiyonda 17,2 gr ilave şeker yani yaklaşık 8 küp şeker içeriyor.",0.9577161,0.04228389,1.0,0.9577161
"Coca Cola Türkiye tarafından üretilerek Cappy markasıyla satılan %100 Elma suyunun içinden tanımlanamayan bir cisim çıktı.
Sosyal medyada ""Cappy canavarı"" olarak bilinen bu ve benzeri cisimler Cappy ürünlerinden çıkmasıyla biliniyor.
https://gidadedektifi.com/status/2340",0.08324376,0.9167563,2.0,0.9167563
Dr.Fatih ALAGÖZ Dr.Fatih ALAGÖZ @fatihalagoz01 Takip et Takip et,0.50852114,0.49147883,1.0,0.50852114
"Metro mağazalarında son tüketim tarihi yaklaşan temel gıda maddelerine indirimler yapılmaya başladı.
Son tüketim tarihi yaklaşan ürünler ""tarihi dolmadan tüketelim"" ifadelerinin yer aldığı ayrı bir reyonda indirimli olarak satışa sunuluyor.
https://gidadedektifi.com/status/2318",0.43011835,0.5698817,2.0,0.5698817
"Tüketmeden önce dikkat edin: Çay firmaları bergamot aromasını standart yaptı!
""Karadeniz"" veya ""Geleneksel Karadeniz"" ismiyle satılan bu çaylarda yapay bergamot aroması kullanılıyor.
Neden bu çaylara yapay aromalar ekleniyor?
https://gidadedektifi.com/status/2341
@Dogadan_Cay
 
@doguscay",0.08328717,0.9167128,2.0,0.9167128
"Gıda Dedektifi Mobil uygulamasına zehrabetul tarafından gönderilen şikayette; ""İstanbul Pendik'teki Bim markette tüketim tarihi geçmiş Obsesso markalı sütlü kahveleri indirimli şekilde insanlara satmaya çalışıyorlar"" ifadeleri yer alıyor. https:// @bimturkiye",0.93886083,0.06113914,1.0,0.93886083
"Gıda Dedektifi Mobil uygulamasına zehrabetul tarafından gönderilen şikayette; ""İstanbul Pendik'teki Bim markette tüketim tarihi geçmiş Obsesso markalı sütlü kahveleri indirimli şekilde insanlara satmaya çalışıyorlar"" ifadeleri yer alıyor.
https://gidadedektifi.com/sikayet/1423
@bimturkiye",0.8895027,0.110497296,1.0,0.8895027
"Meyve suyu değil; meyve nektarı.
Cappy canavarı değil,
Jucy canavarı!",0.027599102,0.9724009,2.0,0.9724009
"Dondurma değil,
Bitkisel yağlı sütlü buz!
Algida markasıyla dondurma görünümünde satılan bu üründe ilk 3 sırada;
Su,
Sofra şekeri ve
Palm yağı ve hindistan cevizi yağı var.
Ürün ayrıca çeşitli katkı maddeleri ve içeriği bilinmeyen aroma vericiler içeriyor.
https://gidadedektifi.com/status/2387",0.93640274,0.063597254,1.0,0.93640274
"Türkiye'de üretilerek Almanya ve Çek Cumhuriyeti'ne ihraç edilen dubai çikolatası içeriğinde güvenli limitlerin 7 katı oranında aflatoksin tespit edildi.
RASFF'ten yapılan duyuruya göre ürünler piyasadan toplatılırken, marka bilgisi kamuoyuna açıklanmadı.
https://gidadedektifi.com/status/2345",0.08319597,0.9168041,2.0,0.9168041
"Geçen hafta Türkiye'den Avrupa Birliği ülkelerine ihraç edilmek istenen fakat yüksek pestisit sebebiyle sınırdan dönen, toplatılan veya iade edilen ürünler:
Organik kuru incir
Kuru incir
Taze biber
Kuru kayısı
Organik susam
Fındık
Kekik
Armut
Helva
https://gidadedektifi.com/status/2367",0.031841405,0.9681586,2.0,0.9681586
"Palm yağı ve türevlerinin yanı sıra, yapay herhangi bir bileşen de içermeyen Züber Noutos Kajun Baharatlı Nohut Cipsi'ni inceleyeceğiz.
Ürün içeriğinde %58 oranında nohut unu bulunurken, aroma arttırıcı katkı maddeleri de yer almıyor. #Sponsorluİçerik",0.8894897,0.11051028,1.0,0.8894897
"Hemen Cappy canavarı da geldi.
Cappy Atom ismiyle satışa sunulan karışık meyve nektarından garip bir cisim çıktığı görülüyor. Bu ürünlerin üretim süreçleri gerçekten denetleniyor mu?
@CappyTR
 
@TCTarim",0.059296966,0.94070303,2.0,0.94070303
"İzmir'de faaliyet gösteren Öncü markalı döner restoranında sabah saatlerinde güneşin altında mevzuata aykırı olarak bekleyen ayranlar böyle görüntülendi.
Soğuk zinciri bozulmuş bu ayranlar muhtemelen sonrasında soğutuldu ve tüketicilere servis edildi. https://",0.083195955,0.9168041,2.0,0.9168041
"Gurumen markasıyla 200 gr'lık paketlerde satışa sunulan Amerikan Salatası içeriğinde;
Mayonez aroma vericisi,
Hardal aroma vericisi,
Sarımsak aroma vericisi ile çeşitli katkı maddeleri bulunuyor. Üründe ayrıca renklendirici olarak beta karoten yer alıyor.
https://gidadedektifi.com/status/2316",0.43011835,0.5698817,2.0,0.5698817
